GrLivArea,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageArea,PavedDrive,OurdoorSpace,MoSold,YrSold,YrMoSold,AgeSold,SaleCondition,Longitude,Latitude,distFromCenter,cluster
605,30,RL,9098,IR1,Lvl,Inside,Edwards,1Fam,1Story,4,7,1920,2002,None,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348.0,Unf,0.0,528.0,Ex,Y,SBrkr,605,0,1,2,TA,0,,0.0,N,144,7,2007,2007.583333,5.583333333,Normal,-93.621503,42.0392,1.129543025107592,7
1884,60,FV,7000,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2003,2003,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,622.0,Unf,0.0,926.0,Ex,Y,SBrkr,1016,868,2,3,Ex,1,Attchd,581.0,Y,35,6,2009,2009.5,6.5,Normal,-93.621399,42.039202,1.1293851450271537,7
2217,20,RL,15865,IR1,Lvl,Inside,NAmes,1Fam,1Story,8,6,1970,1970,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351.0,Rec,823.0,2217.0,Ex,Y,SBrkr,2217,0,2,4,Gd,1,Attchd,621.0,Y,512,10,2007,2007.833333,37.83333333,Normal,-93.620651,42.039211,1.1286254405976044,7
1501,120,RL,4054,IR1,Lvl,Inside,Timber,TwnhsE,1Story,7,6,1987,1987,BrkFace,352.0,Gd,TA,BrkTil,Gd,TA,Av,GLQ,949.0,Unf,0.0,1501.0,Ex,Y,SBrkr,1501,0,2,2,Gd,2,Attchd,512.0,Y,240,10,2007,2007.833333,20.83333333,Normal,-93.620504,42.038538,1.0820626973496827,7
1416,160,FV,2572,Reg,Lvl,FR2,Somerst,Twnhs,2Story,7,5,1999,1999,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,604.0,Unf,0.0,696.0,Ex,Y,SBrkr,696,720,2,3,Gd,0,Detchd,484.0,Y,44,5,2010,2010.416667,11.41666667,Normal,-93.621699,42.038596,1.0885778934977657,7
1526,20,RL,8562,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,6,1957,2002,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,383.0,Unf,0.0,1216.0,Ex,Y,FuseA,1526,0,1,4,TA,1,Basment,364.0,Y,194,5,2010,2010.416667,8.416666667,Normal,-93.629661,42.036575,1.063463172672961,6
1365,160,RM,1920,Reg,Lvl,Inside,BrDale,TwnhsE,2Story,5,5,1971,1971,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,765.0,Ex,Y,SBrkr,765,600,1,2,TA,0,Detchd,440.0,Y,276,8,2007,2007.666667,36.66666667,Normal,-93.629545,42.035684,1.0062685258211246,6
848,120,RM,4426,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697.0,Unf,0.0,848.0,Ex,Y,SBrkr,848,0,1,1,Gd,1,Attchd,420.0,Y,149,5,2008,2008.416667,4.416666667,Normal,-93.629499,42.035489,0.9933151569235031,6
902,20,RL,8885,IR1,Low,Inside,Mitchel,1Fam,1Story,5,5,1983,1983,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,ALQ,324.0,864.0,TA,Y,SBrkr,902,0,1,2,TA,0,Attchd,484.0,Y,164,6,2006,2006.5,23.5,Normal,-93.629287,42.035256,0.9739739814487735,6
1517,70,RL,11435,IR1,HLS,Corner,Crawfor,1Fam,2Story,8,7,1929,1950,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,792.0,Fa,Y,SBrkr,792,725,1,3,Gd,2,Detchd,400.0,Y,0,6,2006,2006.5,56.5,Normal,-93.628654,42.036023,1.0063414372265242,6
2250,60,RL,13650,Reg,Lvl,Corner,NridgHt,1Fam,2Story,8,5,2002,2002,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,0.0,1671.0,Ex,Y,SBrkr,1687,563,2,3,Gd,1,Attchd,756.0,Y,368,6,2010,2010.5,8.5,Normal,-93.628205,42.035582,0.9689559626936125,6
1582,60,RL,8320,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2004,2004,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490.0,Unf,0.0,770.0,Ex,Y,SBrkr,770,812,2,3,Gd,0,Attchd,520.0,Y,45,9,2008,2008.75,4.75,Normal,-93.62919,42.035443,0.9829799709432724,6
1287,60,RL,10429,Reg,Lvl,Inside,Mitchel,1Fam,2Story,5,5,1992,1992,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,330.0,Unf,0.0,624.0,TA,Y,SBrkr,624,663,1,3,TA,0,Detchd,440.0,Y,150,7,2009,2009.583333,17.58333333,Normal,-93.629185,42.03537,0.9784109922899044,6
1356,80,RL,15957,IR1,Low,Corner,Mitchel,1Fam,SLvl,6,6,1977,1977,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1148.0,Unf,0.0,1244.0,TA,Y,SBrkr,1356,0,2,3,TA,1,Attchd,528.0,Y,1424,9,2007,2007.75,30.75,Normal,-93.629256,42.035379,0.9806825879547986,6
1367,50,RM,6240,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,6,1931,1950,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425.0,Unf,0.0,884.0,TA,Y,FuseA,959,408,1,3,TA,1,Detchd,560.0,Y,120,11,2007,2007.916667,57.91666667,Normal,-93.629313,42.035482,0.9883332657879312,6
1119,80,RL,16219,IR2,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,2004,2005,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,779.0,Unf,0.0,835.0,Ex,Y,SBrkr,1119,0,2,2,Gd,0,Attchd,437.0,Y,124,4,2007,2007.333333,2.333333333,Normal,-93.62936,42.035571,0.994889843753863,6
1802,70,RL,7588,Reg,Lvl,Inside,Crawfor,1Fam,2Story,7,6,1920,1950,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352.0,Unf,0.0,793.0,Gd,Y,SBrkr,901,901,1,4,TA,1,Detchd,216.0,Y,40,7,2006,2006.583333,56.58333333,Normal,-93.627578,42.034563,0.8915821779399197,6
1441,160,RL,2289,Reg,Lvl,Inside,NPkVill,Twnhs,2Story,6,6,1978,1978,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311.0,Unf,0.0,855.0,TA,Y,SBrkr,855,586,2,3,TA,1,Attchd,440.0,Y,28,4,2009,2009.333333,31.33333333,Normal,-93.628582,42.036223,1.0172493225505819,6
1920,90,RL,11345,Reg,Lvl,Corner,NAmes,Duplex,2Story,5,5,1948,1950,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220.0,Unf,0.0,928.0,Gd,Y,FuseA,928,992,2,4,TA,0,Detchd,400.0,Y,0,7,2007,2007.583333,57.58333333,Normal,-93.628236,42.035741,0.9795791726052399,6
1949,90,RL,8235,Reg,Lvl,Inside,Sawyer,Duplex,1Story,5,4,1977,1977,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,Rec,483.0,Unf,0.0,1949.0,TA,Y,SBrkr,1949,0,2,6,TA,0,Attchd,586.0,Y,32,5,2006,2006.416667,29.41666667,Normal,-93.628176,42.035666,0.9735849829591741,6
861,30,RL,12342,IR1,Lvl,Inside,Edwards,1Fam,1Story,4,5,1940,1950,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262.0,Unf,0.0,861.0,Ex,Y,SBrkr,861,0,1,1,TA,0,Detchd,539.0,Y,158,3,2009,2009.25,59.25,Normal,-93.6285065,42.0380577,1.131837608792713,7
1437,20,RL,14175,Reg,Bnk,Corner,Sawyer,1Fam,1Story,5,6,1956,1987,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,988.0,Unf,0.0,1188.0,Gd,Y,SBrkr,1437,0,1,3,TA,1,Detchd,576.0,Y,304,11,2006,2006.916667,19.91666667,Normal,-93.6270261,42.0380632,1.1058188140623804,7
1510,70,RL,9084,Reg,Lvl,Inside,Edwards,1Fam,2Story,4,5,1940,1950,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,755.0,TA,Y,SBrkr,755,755,1,4,TA,1,Detchd,296.0,P,120,10,2009,2009.833333,59.83333333,Normal,-93.62475,42.035943,0.9322470662210047,6
1728,20,RL,13495,IR1,Lvl,Corner,NAmes,1Fam,1Story,5,6,1956,1956,BrkFace,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,LwQ,201.0,1048.0,Fa,Y,SBrkr,1728,0,2,3,TA,1,Detchd,576.0,Y,99,7,2009,2009.583333,53.58333333,Normal,-93.625632,42.034615,0.8573874973025377,6
1811,60,FV,8470,Reg,Lvl,Corner,Somerst,1Fam,2Story,8,5,2002,2002,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,225.0,ALQ,276.0,972.0,Ex,Y,SBrkr,972,839,2,3,Gd,1,Attchd,565.0,Y,273,10,2009,2009.833333,7.833333333,Normal,-93.625633,42.03464,0.8590368289282797,6
1626,160,RL,2448,Reg,Lvl,Inside,NridgHt,Twnhs,2Story,7,5,2003,2004,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,Ex,Y,SBrkr,764,862,2,2,Gd,0,BuiltIn,474.0,Y,27,10,2008,2008.833333,4.833333333,Normal,-93.62568,42.036182,0.9610692833742943,6
1337,50,RL,8382,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,4,5,1956,1956,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,TA,Y,FuseA,832,505,1,3,TA,0,Attchd,263.0,Y,0,2,2010,2010.166667,54.16666667,Normal,-93.623704,42.0362,0.9377275928299569,6
1200,160,FV,3215,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,7,5,2004,2004,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0.0,600.0,Ex,Y,SBrkr,600,600,2,2,Gd,0,Detchd,480.0,Y,172,4,2010,2010.333333,6.333333333,Normal,-93.623704,42.036024,0.9258050415433081,6
1743,60,RL,11700,Reg,Lvl,Inside,NWAmes,1Fam,2Story,6,6,1968,1968,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384.0,Rec,175.0,702.0,Gd,Y,SBrkr,1041,702,1,3,TA,1,Attchd,539.0,Y,224,6,2007,2007.5,39.5,Normal,-93.623705,42.034741,0.8390980367584441,6
2349,60,RL,13143,IR1,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1993,1993,BrkFace,504.0,Gd,TA,PConc,Gd,TA,No,LwQ,250.0,GLQ,981.0,1231.0,Ex,Y,SBrkr,1251,1098,2,4,Gd,1,Attchd,762.0,Y,162,6,2010,2010.5,17.5,Normal,-93.624601,42.036095,0.9405513357616784,6
1200,20,RL,10083,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,5,2003,2003,,,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,1176.0,Ex,Y,SBrkr,1200,0,2,2,Gd,0,Attchd,555.0,Y,41,8,2009,2009.666667,6.666666667,Normal,-93.624612,42.037452,1.0318668543306146,7
893,45,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1.5Unf,5,7,1949,2003,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220.0,Unf,0.0,845.0,TA,Y,SBrkr,893,0,1,2,Gd,0,Detchd,576.0,Y,0,5,2007,2007.416667,4.416666667,Normal,-93.622645,42.037463,1.0153634562289138,7
1558,70,RM,6406,Reg,Lvl,Inside,OldTown,1Fam,2Story,5,6,1939,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,421.0,Unf,0.0,690.0,TA,Y,FuseA,868,690,1,3,TA,1,Detchd,400.0,Y,218,10,2009,2009.833333,59.83333333,Normal,-93.622644,42.036102,0.9221955718698358,6
1256,120,FV,4217,IR1,Lvl,Inside,Somerst,TwnhsE,1Story,6,5,2008,2008,Stone,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,962.0,Unf,0.0,1145.0,Ex,Y,SBrkr,1256,0,1,1,Gd,1,Attchd,641.0,Y,169,3,2009,2009.25,1.25,Normal,-93.622644,42.035951,0.9118692582317287,6
1590,60,FV,9000,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,5,2008,2008,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,Ex,Y,SBrkr,786,804,2,3,Gd,0,Attchd,676.0,Y,30,6,2009,2009.5,1.5,Normal,-93.623556,42.03713,0.9994881478103023,7
768,85,RL,8445,Reg,Lvl,Corner,CollgCr,1Fam,SFoyer,5,7,1972,2007,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,656.0,Unf,0.0,768.0,TA,Y,SBrkr,768,0,1,2,TA,0,Detchd,396.0,Y,58,3,2009,2009.25,2.25,Normal,-93.621485,42.03465,0.8161595143983613,6
1712,20,RL,16770,Reg,Lvl,Corner,NridgHt,1Fam,1Story,8,5,2002,2003,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196.0,Unf,0.0,1712.0,Ex,Y,SBrkr,1712,0,2,3,Gd,1,Attchd,701.0,Y,401,9,2009,2009.75,6.75,Normal,-93.622494,42.036178,0.9263949302396447,6
868,190,RL,8425,Reg,Lvl,FR3,Sawyer,2fmCon,1Story,5,6,1971,1990,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,748.0,Unf,0.0,768.0,Gd,Y,SBrkr,868,0,1,2,TA,0,Detchd,576.0,Y,138,5,2007,2007.416667,17.41666667,Normal,-93.620497,42.034906,0.8314089001000815,6
1582,20,RL,36500,IR1,Low,Inside,ClearCr,1Fam,1Story,5,5,1964,1964,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812.0,Unf,0.0,1624.0,Fa,Y,SBrkr,1582,0,2,4,TA,0,Attchd,390.0,N,366,6,2006,2006.5,42.5,Normal,-93.620494,42.034831,0.8262307322891986,6
1928,190,RM,9142,Reg,Lvl,Inside,OldTown,2fmCon,2Story,6,8,1910,1950,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0.0,Unf,0.0,1020.0,Gd,N,FuseP,908,1020,2,4,Fa,0,Detchd,440.0,Y,172,4,2006,2006.333333,56.33333333,Normal,-93.620491,42.034755,0.8209835613037022,6
1224,50,RM,3950,Reg,Bnk,Inside,OldTown,1Fam,1.5Fin,6,8,1926,2004,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,818.0,TA,Y,SBrkr,818,406,1,3,TA,0,Detchd,210.0,N,116,12,2009,2010.0,6.0,Normal,-93.620487,42.034679,0.8157355869987809,6
1092,160,RM,2205,Reg,Lvl,Inside,BrDale,Twnhs,2Story,6,6,1973,1973,BrkFace,567.0,TA,TA,CBlock,TA,TA,No,ALQ,312.0,Unf,0.0,525.0,TA,Y,SBrkr,525,567,1,3,TA,0,Detchd,264.0,Y,144,2,2007,2007.166667,34.16666667,Normal,-93.621426,42.035987,0.907970690548237,6
1264,20,RL,9300,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1960,1960,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,Rec,697.0,Unf,0.0,1268.0,TA,Y,SBrkr,1264,0,1,3,TA,2,Attchd,461.0,Y,143,4,2010,2010.333333,50.33333333,Normal,-93.62143,42.037247,0.9947661665582096,7
2184,60,RL,11308,IR1,Lvl,Inside,NridgHt,1Fam,2Story,9,5,2008,2008,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936.0,Unf,0.0,1104.0,Ex,Y,SBrkr,1130,1054,2,3,Ex,1,Attchd,836.0,Y,102,7,2009,2009.583333,1.583333333,Normal,-93.621431,42.037424,1.0069625575240557,7
1355,190,RL,6221,IR1,Lvl,Inside,Crawfor,2fmCon,1.5Fin,5,5,1941,1950,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,533.0,Unf,0.0,728.0,Ex,Y,SBrkr,760,595,2,3,TA,0,Detchd,528.0,Y,144,10,2007,2007.833333,57.83333333,Normal,-93.618221,42.048494,1.7721636353242483,7
1458,160,FV,3230,Reg,Lvl,Corner,Somerst,TwnhsE,2Story,6,5,1999,1999,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419.0,Unf,0.0,729.0,Gd,Y,SBrkr,729,729,2,2,TA,1,Detchd,440.0,Y,32,6,2007,2007.5,8.5,Normal,-93.619673,42.0493,1.8249824270398585,7
948,20,RL,10950,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,6,1952,1952,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,441.0,Unf,0.0,948.0,TA,Y,SBrkr,948,0,1,2,TA,0,Detchd,410.0,N,48,4,2007,2007.333333,55.33333333,Normal,-93.619673,42.049306,1.8253964844722619,7
1258,50,RL,9060,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,6,5,1939,1950,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,204.0,Unf,0.0,560.0,TA,Y,SBrkr,698,560,1,2,TA,0,Detchd,280.0,P,0,10,2009,2009.833333,59.83333333,Normal,-93.619383,42.049216,1.8194852722697703,7
938,20,RL,9200,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,6,1975,1980,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280.0,BLQ,491.0,938.0,TA,Y,SBrkr,938,0,1,3,TA,0,Detchd,308.0,Y,145,7,2008,2008.583333,28.58333333,Normal,-93.61706,42.048934,1.8069043620361374,7
2049,60,RL,21533,IR2,Lvl,FR2,CollgCr,1Fam,2Story,7,5,1996,1997,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1065.0,Ex,Y,SBrkr,1065,984,2,4,Gd,1,Attchd,467.0,Y,168,8,2006,2006.666667,9.666666667,Normal,-93.6167,42.048952,1.8099107181082201,7
969,20,RL,10356,Reg,Lvl,Corner,CollgCr,1Fam,1Story,5,6,1975,1975,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716.0,Unf,0.0,969.0,TA,Y,SBrkr,969,0,1,3,TA,0,Attchd,440.0,Y,0,1,2007,2007.083333,32.08333333,Normal,-93.616852,42.049031,1.814568006693803,7
2522,120,RL,7296,IR1,Lvl,CulDSac,StoneBr,TwnhsE,1Story,8,5,2004,2005,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1965.0,Unf,0.0,2208.0,Ex,Y,SBrkr,2522,0,2,1,Gd,1,Attchd,564.0,Y,239,11,2009,2009.916667,4.916666667,Normal,-93.616552,42.047782,1.7304060990877508,7
1696,20,RL,11194,IR1,Lvl,Inside,Somerst,1Fam,1Story,8,5,2008,2008,Stone,240.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1696.0,Ex,Y,SBrkr,1696,0,2,3,Gd,0,Attchd,972.0,Y,176,9,2009,2009.75,1.75,Normal,-93.617963,42.048294,1.7592172782533533,7
968,30,RL,10800,Reg,Lvl,Inside,OldTown,1Fam,1Story,4,6,1927,2007,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,656.0,TA,Y,SBrkr,968,0,2,4,TA,0,Detchd,216.0,Y,0,8,2007,2007.666667,0.666666667,Normal,-93.6178602,42.0470858,1.6764011587245544,7
1167,30,RL,8731,IR1,Lvl,Inside,BrkSide,1Fam,1Story,5,5,1920,1950,None,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645.0,Unf,0.0,915.0,TA,Y,SBrkr,1167,0,1,3,TA,1,Detchd,495.0,Y,342,5,2007,2007.416667,57.41666667,Normal,-93.6169916,42.0470799,1.6798490541109883,7
1730,60,RL,7703,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,6,1992,1992,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,Rec,364.0,816.0,Ex,Y,SBrkr,833,897,2,3,Gd,0,Attchd,528.0,Y,259,11,2009,2009.916667,17.91666667,Normal,-93.615685,42.046935,1.6779569515548705,7
960,30,RM,6000,Reg,Lvl,Inside,OldTown,1Fam,1Story,4,4,1920,1950,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,250.0,Unf,0.0,960.0,Gd,Y,FuseA,960,0,1,2,Fa,0,Detchd,308.0,Y,168,7,2007,2007.583333,57.58333333,Normal,-93.615686,42.046827,1.6705691187835443,7
2403,70,RL,24090,Reg,Lvl,Inside,ClearCr,1Fam,2Story,7,7,1940,1950,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1032.0,Ex,Y,SBrkr,1207,1196,2,4,TA,2,Attchd,349.0,Y,374,6,2010,2010.5,60.5,Normal,-93.615687,42.046714,1.6628402260033528,7
1676,20,RL,33983,IR1,Lvl,Inside,Mitchel,1Fam,1Story,5,6,1977,1994,None,0.0,TA,Fa,PConc,TA,TA,Mn,ALQ,1112.0,Unf,0.0,1160.0,TA,Y,SBrkr,1676,0,1,3,Gd,2,Attchd,672.0,P,780,5,2007,2007.416667,13.41666667,Normal,-93.616099,42.045809,1.5980625448186816,7
1077,30,RM,9786,Reg,Lvl,Inside,IDOTRR,1Fam,1Story,3,4,1922,1950,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1007.0,Fa,N,SBrkr,1077,0,1,3,TA,1,Detchd,210.0,P,148,5,2006,2006.416667,56.41666667,Normal,-93.618143,42.0459325,1.5959764504177911,7
1861,60,RL,9801,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,5,2007,2007,Stone,156.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1341.0,Ex,Y,SBrkr,1341,520,3,3,Gd,1,BuiltIn,851.0,Y,204,7,2008,2008.583333,1.583333333,Normal,-93.6184183,42.0459375,1.595426778439589,7
1458,20,RL,9535,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1967,1967,BrkFace,450.0,TA,TA,CBlock,TA,TA,No,BLQ,194.0,LwQ,982.0,1176.0,TA,Y,SBrkr,1458,0,1,3,TA,1,Attchd,512.0,Y,284,7,2006,2006.583333,39.58333333,Normal,-93.614307,42.049514,1.864661626332539,7
1208,30,RM,6240,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152.0,Unf,0.0,780.0,TA,Y,FuseA,848,0,1,2,TA,0,Detchd,539.0,Y,135,1,2009,2009.083333,59.08333333,Normal,-93.615629,42.048528,1.7872718619363743,7
1214,20,RL,10355,IR1,Lvl,Corner,NAmes,1Fam,1Story,5,5,1967,1967,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,BLQ,695.0,Unf,0.0,1214.0,TA,Y,SBrkr,1214,0,2,3,TA,1,Attchd,318.0,Y,111,7,2007,2007.583333,40.58333333,Normal,-93.615602,42.048608,1.7929289336533383,7
1593,120,RL,4923,Reg,Lvl,Inside,StoneBr,TwnhsE,1Story,8,5,2001,2002,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,0.0,1593.0,Ex,Y,SBrkr,1593,0,1,0,Ex,1,Attchd,682.0,Y,344,8,2008,2008.666667,6.666666667,Normal,-93.615558,42.048724,1.8011654402407895,7
1560,90,RL,8668,Reg,Lvl,Corner,NAmes,Duplex,1Story,5,5,1968,1968,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1560.0,TA,Y,SBrkr,1560,0,2,4,TA,0,Detchd,792.0,Y,0,5,2007,2007.416667,39.41666667,Normal,-93.614619,42.04806,1.763035457018627,7
1086,80,RL,13400,Reg,Lvl,Inside,NAmes,1Fam,SLvl,5,5,1966,1966,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516.0,BLQ,128.0,1024.0,TA,Y,SBrkr,1086,0,1,3,TA,1,Attchd,484.0,Y,0,6,2006,2006.5,40.5,Normal,-93.614244,42.047447,1.7246599083384038,7
1470,70,RM,10560,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,7,1922,1994,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,283.0,Unf,0.0,738.0,Ex,Y,SBrkr,868,602,1,2,TA,0,Detchd,624.0,Y,0,6,2010,2010.5,16.5,Normal,-93.614216,42.04579,1.6125467178835204,7
1795,60,FV,10603,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,5,2006,2006,Stone,121.0,Gd,TA,PConc,Ex,Gd,No,GLQ,682.0,Unf,0.0,900.0,Ex,Y,SBrkr,909,886,2,3,Gd,1,Attchd,782.0,Y,213,7,2009,2009.583333,3.583333333,Normal,-93.615614,42.046572,1.6536741374550241,7
816,90,RL,11841,Reg,Lvl,Inside,Edwards,Duplex,SFoyer,6,5,1990,1990,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,816.0,Unf,0.0,816.0,TA,Y,SBrkr,816,0,1,3,TA,0,,0.0,Y,32,5,2007,2007.416667,17.41666667,Normal,-93.619029,42.044886,1.5213765374632593,7
1284,50,RM,3500,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,7,1947,1950,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312.0,Unf,0.0,720.0,TA,Y,SBrkr,720,564,1,2,TA,0,Detchd,240.0,Y,35,4,2009,2009.333333,59.33333333,Normal,-93.617179,42.042373,1.3558290910284276,7
1427,70,RM,5775,IR2,Bnk,Corner,OldTown,1Fam,2Story,6,7,1915,2002,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,483.0,Ex,Y,SBrkr,741,686,1,3,Gd,0,Attchd,379.0,Y,136,2,2009,2009.166667,7.166666667,Normal,-93.6193303,42.0423032,1.3426563889724805,7
949,30,RM,6000,Reg,HLS,Inside,BrkSide,1Fam,1Story,5,7,1924,2003,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,949.0,Ex,Y,SBrkr,949,0,1,2,TA,1,Detchd,370.0,Y,48,7,2008,2008.583333,5.583333333,Normal,-93.618786,42.044053,1.4645189441235977,7
1163,20,RM,5820,Reg,Lvl,Inside,OldTown,1Fam,1Story,3,8,1955,2005,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256.0,Unf,0.0,1162.0,Ex,Y,SBrkr,1163,0,1,3,TA,0,Attchd,220.0,Y,240,7,2006,2006.583333,1.583333333,Normal,-93.618784,42.043966,1.4585274843058462,7
1224,50,RL,8064,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,6,8,1948,2004,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,481.0,Rec,174.0,816.0,TA,Y,SBrkr,816,408,1,3,TA,0,Detchd,280.0,Y,414,5,2010,2010.416667,6.416666667,Normal,-93.618389,42.043129,1.4020708656016347,7
