"","PID","GrLivArea","SalePrice","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","Prop_Addr","Longitude","Latitude",".group"
"1106",535154130,988,149500,20,"RL",66,9240,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1959,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",708,"Unf",0,280,988,"GasA","TA","Y","SBrkr",988,0,0,1,0,2,0,3,1,"Gd",6,"Typ",0,"","Attchd",1959,"Unf",1,297,"TA","TA","Y",156,0,0,0,0,0,"","","",0,6,2009,"WD ","Normal","2220 BURNETT AVE",-93.616434,42.044083,1106
"1107",535155110,1056,139400,20,"RL",80,9250,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",480,"LwQ",468,108,1056,"GasA","TA","Y","SBrkr",1056,0,0,0,1,1,0,3,1,"TA",6,"Typ",0,"","Attchd",1954,"Unf",1,260,"TA","TA","Y",390,0,0,0,0,0,"","","",0,7,2007,"WD ","Normal","425 20TH ST",-93.6168658,42.0423095,1107
"1108",535175030,1632,139000,20,"RL",80,9600,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1958,1988,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkCmn",183,"TA","TA","CBlock","TA","TA","No","Rec",620,"LwQ",620,0,1240,"GasA","Gd","Y","SBrkr",1632,0,0,1,0,2,0,3,1,"TA",6,"Min1",1,"Gd","Attchd",1958,"RFn",1,338,"TA","TA","Y",289,0,0,0,0,0,"","MnPrv","",0,4,2009,"WD ","Normal","310 24TH ST",-93.614751,42.045473,1108
"1109",535175050,1215,155000,20,"RL",66,12400,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,1958,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,"TA","TA","CBlock","TA","Fa","No","Rec",585,"Unf",0,630,1215,"GasA","TA","Y","FuseA",1215,0,0,0,0,1,0,3,1,"TA",6,"Typ",0,"","Attchd",1958,"Unf",1,297,"TA","TA","Y",0,0,0,0,234,0,"","","",0,6,2009,"WD ","Normal","2315 DUFF AVE",-93.614059,42.044914,1109
"1110",535175070,1264,167500,20,"RL",73,9300,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","HdBoard","BrkFace",324,"TA","TA","CBlock","TA","TA","No","Rec",697,"Unf",0,571,1268,"GasA","TA","Y","SBrkr",1264,0,0,1,0,1,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",1960,"Unf",2,461,"TA","TA","Y",0,0,0,0,143,0,"","","",0,4,2010,"WD ","Normal","2223 DUFF AVE",-93.613301,42.044176,1110
"1111",535175180,1206,108538,20,"RL",87,10725,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",91,"TA","TA","CBlock","TA","TA","No","Rec",936,"Unf",0,270,1206,"GasA","Fa","Y","SBrkr",1206,0,0,0,0,1,0,3,1,"TA",6,"Typ",0,"","Attchd",1959,"RFn",1,312,"TA","TA","Y",0,21,0,0,0,0,"","","",0,5,2010,"WD ","Normal","2304 KELLOGG AVE",-93.61513,42.044883,1111
"1112",535176050,1383,145250,20,"RL",80,11600,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",175,"TA","TA","CBlock","TA","TA","No","Rec",565,"Unf",0,818,1383,"GasA","TA","Y","SBrkr",1383,0,0,0,0,1,1,3,1,"TA",7,"Typ",0,"","Attchd",1960,"RFn",1,292,"TA","TA","Y",0,45,0,0,0,0,"","","",0,4,2006,"WD ","Normal","2305 BROADMOOR AVE",-93.612886,42.044975,1112
"1113",535176070,1244,150000,20,"RL",90,11988,"Pave","","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1957,1957,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",777,"Unf",0,467,1244,"GasA","Ex","Y","FuseA",1244,0,0,0,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1957,"Unf",1,336,"TA","TA","Y",0,40,0,0,0,0,"","","",0,5,2007,"WD ","Normal","2204 DUFF AVE",-93.613046,42.044218,1113
"1114",535176100,1570,166800,20,"RL",90,13200,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1958,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",187,"TA","TA","CBlock","TA","TA","No","LwQ",958,"Unf",0,437,1395,"GasA","Ex","Y","SBrkr",1570,0,0,1,0,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1958,"RFn",2,441,"TA","TA","Y",490,0,0,0,0,0,"","","",0,5,2008,"WD ","Normal","2222 DUFF AVE",-93.613222,42.044304,1114
"1115",535177020,1144,120000,20,"RL",70,9100,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",69,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1144,1144,"GasA","TA","Y","SBrkr",1144,0,0,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1960,"RFn",1,336,"TA","TA","Y",0,0,0,0,0,0,"","","",0,6,2007,"WD ","Normal","126 24TH ST",-93.611697,42.045669,1115
"1116",535177100,1336,162000,20,"RL",NA,9610,"Pave","","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",632,"TA","TA","CBlock","TA","TA","No","Rec",203,"Unf",0,918,1121,"GasA","Ex","Y","FuseA",1336,0,0,0,0,1,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1958,"RFn",2,488,"TA","TA","Y",80,0,0,0,0,0,"","","",0,12,2006,"WD ","Normal","2136 DUFF AVE",-93.612566,42.044254,1116
"1117",535177110,1721,174850,20,"RL",80,9736,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1957,1969,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",289,"TA","TA","CBlock","TA","TA","No","BLQ",668,"Rec",138,525,1331,"GasA","Gd","Y","SBrkr",1721,0,0,0,0,1,0,4,1,"TA",8,"Typ",3,"TA","Attchd",1957,"Unf",2,464,"TA","TA","Y",0,0,0,0,0,0,"","","",0,4,2007,"WD ","Normal","2130 DUFF AVE",-93.612347,42.043952,1117
"1118",535178060,1196,139000,20,"RL",72,9000,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","LwQ",616,"Unf",0,580,1196,"GasA","Gd","Y","FuseA",1196,0,0,1,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Attchd",1956,"RFn",1,297,"TA","TA","Y",0,44,0,0,0,0,"","","",0,5,2008,"WD ","Normal","2017 KELLOGG AVE",-93.614856,42.042187,1118
"1119",535178100,1370,148000,80,"RL",125,10000,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,6,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",272,"TA","TA","CBlock","TA","TA","Av","BLQ",678,"Rec",281,99,1058,"GasA","Ex","Y","SBrkr",1370,0,0,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Basment",1956,"RFn",1,300,"TA","TA","Y",191,0,0,0,120,0,"","MnPrv","",0,2,2006,"WD ","Normal","2004 BURNETT AVE",-93.615882,42.042105,1119
"1120",535178120,1382,153000,20,"RL",70,8750,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1955,1955,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",172,"LwQ",483,727,1382,"GasA","Gd","Y","FuseA",1382,0,0,0,1,1,0,3,1,"Gd",6,"Typ",0,"","Attchd",1955,"Unf",1,350,"TA","TA","Y",280,0,0,0,0,0,"","GdWo","",0,7,2009,"WD ","Normal","2018 BURNETT AVE",-93.61588,42.042233,1120
"1121",535179020,1580,159500,20,"RL",80,10032,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1959,1959,"Gable","CompShg","Wd Sdng","Wd Sdng","Stone",432,"TA","TA","CBlock","TA","TA","No","Rec",734,"Unf",0,510,1244,"GasA","Ex","Y","SBrkr",1580,0,0,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1956,"Unf",2,440,"TA","TA","Y",0,28,0,0,160,0,"","GdWo","",0,6,2010,"WD ","Normal","306 22ND ST",-93.614241,42.0435919,1121
"1122",535179050,1092,141000,20,"RL",69,14850,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",895,"Unf",0,197,1092,"GasA","TA","Y","FuseA",1092,0,0,1,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1957,"Fin",1,299,"TA","TA","Y",268,0,0,0,122,0,"","MnWw","",0,5,2006,"WD ","Normal","208 22ND ST",-93.613296,42.043626,1122
"1123",535179060,1392,166000,20,"RL",80,11900,"Pave","","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1957,1957,"Gable","CompShg","HdBoard","HdBoard","BrkFace",387,"TA","TA","CBlock","TA","TA","No","Rec",1040,"Unf",0,352,1392,"GasA","TA","Y","FuseA",1392,0,0,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1957,"RFn",2,458,"TA","TA","Y",0,0,0,0,192,0,"","","",0,6,2008,"WD ","Normal","202 22ND ST",-93.613077,42.0438199,1123
"1124",535179120,922,116000,20,"RL",72,9770,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",512,"Unf",0,410,922,"GasA","TA","Y","FuseA",922,0,0,1,0,1,0,2,1,"TA",5,"Typ",0,"","Attchd",1957,"Unf",1,308,"TA","TA","Y",0,34,0,0,0,0,"","GdWo","",0,4,2007,"WD ","Normal","221 21ST ST",-93.613457,42.043233,1124
"1125",535180020,1124,153000,20,"RL",72,10152,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1956,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",914,"Unf",0,210,1124,"GasA","Ex","Y","SBrkr",1124,0,0,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1956,"Fin",1,353,"TA","TA","Y",0,211,180,0,142,0,"","","",0,5,2006,"WD ","Normal","306 21ST ST",-93.614251,42.0427,1125
"1126",535180030,1048,135000,20,"RL",72,10152,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","MetalSd","MetalSd","BrkFace",120,"TA","TA","CBlock","TA","TA","No","BLQ",586,"Unf",0,462,1048,"GasA","TA","Y","SBrkr",1048,0,0,1,0,1,0,3,1,"TA",6,"Typ",0,"","Attchd",1956,"Unf",1,286,"TA","TA","Y",0,20,0,0,192,0,"","","",0,6,2007,"WD ","Normal","232 21ST ST",-93.613983,42.0426969,1126
"1127",535180070,1236,134450,20,"RL",72,10011,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",64,"TA","TA","CBlock","TA","TA","No","BLQ",360,"Unf",0,710,1070,"GasA","TA","Y","SBrkr",1236,0,0,0,1,1,0,2,1,"Gd",6,"Min1",1,"Fa","Attchd",1957,"Unf",1,447,"TA","TA","Y",0,0,0,0,0,0,"","MnPrv","",0,5,2006,"WD ","Normal","210 21ST ST",-93.612462,42.042905,1127
"1128",535180100,1080,136000,20,"RL",75,9464,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1958,1958,"Hip","CompShg","MetalSd","MetalSd","BrkFace",135,"TA","Gd","CBlock","TA","TA","No","BLQ",570,"Unf",0,510,1080,"GasA","Gd","Y","SBrkr",1080,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"","Attchd",1958,"Unf",1,288,"TA","TA","Y",0,0,0,0,130,0,"","","",0,6,2008,"WD ","Normal","2001 DOUGLAS AVE",-93.612394,42.042023,1128
"1129",535180120,1104,133000,20,"RL",75,10425,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",774,"Unf",0,330,1104,"GasA","Gd","Y","SBrkr",1104,0,0,1,0,1,0,3,1,"TA",5,"Typ",0,"","Attchd",1956,"RFn",1,384,"TA","TA","Y",0,0,0,0,0,0,"","","",0,4,2008,"WD ","Normal","217 20TH ST",-93.613383,42.042304,1129
"1130",535180130,1337,108000,50,"RL",60,8382,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",4,5,1956,1956,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","TA","Y","FuseA",832,505,0,0,0,1,0,3,1,"TA",5,"Typ",0,"","Attchd",1956,"Unf",1,263,"TA","TA","Y",0,0,0,0,0,0,"","","",0,2,2010,"WD ","Normal","223 20TH ST",-93.613624,42.042308,1130
"1131",535181030,1657,163500,20,"RL",NA,12155,"Pave","","IR3","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","1Story",6,3,1970,1970,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","LwQ",1237,"Unf",0,420,1657,"GasA","Gd","Y","SBrkr",1657,0,0,0,1,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1970,"Unf",2,484,"TA","TA","Y",0,0,0,0,147,0,"","","",0,3,2007,"WD ","Normal","2041 DUFF AVE",-93.610875,42.042728,1131
"1132",535181140,1411,130000,20,"RL",70,12198,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1955,1975,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","Av","Rec",780,"Unf",0,424,1204,"GasA","TA","Y","SBrkr",1411,0,0,0,0,1,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1955,"RFn",1,310,"TA","TA","Y",278,82,0,0,0,0,"","","",0,6,2007,"COD","Normal","2104 DOUGLAS AVE",-93.612301,42.04302,1132
"1133",535300040,1216,129500,20,"RL",75,10050,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1955,1955,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",288,"Unf",0,928,1216,"GasA","TA","Y","SBrkr",1216,0,0,1,0,1,0,3,1,"TA",5,"Typ",0,"","Attchd",1955,"RFn",1,336,"TA","TA","Y",0,0,0,0,0,0,"","","",0,8,2007,"WD ","Normal","614 20TH ST",-93.6192677,42.0418697,1133
"1134",535301010,943,135960,90,"RL",NA,7032,"Pave","","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",943,"Unf",0,0,943,"GasA","TA","Y","SBrkr",943,0,0,1,0,1,0,2,1,"TA",4,"Typ",2,"TA","Detchd",1979,"Unf",2,600,"TA","TA","Y",42,0,0,0,0,0,"","","",0,12,2006,"WD ","Normal","520 20TH ST 522",-93.618319,42.041821,1134
"1135",535301060,1154,142000,20,"RL",60,11556,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,9,1953,2006,"Gable","CompShg","VinylSd","MetalSd","None",0,"TA","Ex","CBlock","TA","TA","No","BLQ",408,"Unf",0,456,864,"GasA","Gd","Y","SBrkr",1154,0,0,0,0,1,1,3,1,"Ex",6,"Typ",0,"","Detchd",1962,"Unf",1,336,"TA","TA","Y",63,0,0,0,0,0,"","","",0,7,2007,"WD ","Normal","1907 CLARK AVE",-93.617242,42.041243,1135
"1136",535301080,882,116000,20,"RL",60,11556,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1952,1952,"Gable","CompShg","MetalSd","MetalSd","Stone",52,"TA","TA","CBlock","TA","TA","No","Rec",148,"Unf",0,572,720,"GasA","Ex","Y","FuseA",882,0,0,1,0,1,0,2,1,"Gd",4,"Typ",0,"","Attchd",1952,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"","MnPrv","",0,5,2008,"WD ","Normal","1823 CLARK AVE",-93.617238,42.040479,1136
"1137",535301150,1050,156000,20,"RL",70,8092,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1954,2000,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,"TA","Gd","CBlock","TA","TA","No","ALQ",824,"Unf",0,226,1050,"GasA","Ex","Y","SBrkr",1050,0,0,1,0,1,0,3,1,"Gd",6,"Typ",0,"","Attchd",1954,"RFn",1,286,"TA","TA","Y",0,0,0,0,0,0,"","","",0,6,2006,"WD ","Abnorml","1904 WILSON AVE",-93.618481,42.040745,1137
"1138",535301160,1560,128600,90,"RL",70,8078,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",260,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1560,1560,"GasA","TA","Y","SBrkr",1560,0,0,0,0,2,0,4,2,"TA",8,"Typ",0,"","Detchd",1958,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"","","",0,12,2007,"WD ","Normal","1906 WILSON AVE",-93.61848,42.040773,1138
"1139",535301170,1297,153000,20,"RL",74,8532,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",650,"TA","TA","CBlock","TA","TA","No","Rec",1213,"Unf",0,84,1297,"GasA","Gd","Y","SBrkr",1297,0,0,0,1,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1954,"Fin",2,498,"TA","TA","Y",0,0,0,0,0,0,"","","",0,10,2009,"WD ","Normal","1912 WILSON AVE",-93.618478,42.040857,1139
"1140",535302070,948,125000,20,"RL",60,10950,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",441,"Unf",0,507,948,"GasA","TA","Y","SBrkr",948,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"","Detchd",1952,"Unf",2,410,"TA","TA","N",0,48,0,0,0,0,"","","",0,4,2007,"WD ","Normal","1823 BURNETT AVE",-93.615622,42.040451,1140
"1141",535302080,1064,135000,20,"RL",60,10950,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1952,1952,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",339,"Unf",0,525,864,"GasA","TA","Y","SBrkr",1064,0,0,0,1,1,0,2,1,"Fa",4,"Typ",0,"","Detchd",1952,"Unf",1,318,"TA","TA","Y",0,0,0,0,0,0,"","","",0,5,2010,"WD ","Normal","1817 BURNETT AVE",-93.615622,42.040396,1141
"1142",535302120,1866,135000,90,"RL",76,9482,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,4,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",657,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1866,1866,"GasA","Ex","Y","SBrkr",1866,0,0,0,0,2,0,4,2,"TA",8,"Typ",0,"","Detchd",1958,"Unf",2,495,"TA","Fa","Y",0,0,0,0,0,0,"","","",0,12,2009,"WD ","Normal","419 18TH ST",-93.6165473,42.0404571,1142
"1143",535302130,1152,137500,20,"RL",102,9373,"Pave","","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1953,1953,"Gable","CompShg","MetalSd","MetalSd","BrkFace",84,"TA","TA","CBlock","TA","TA","No","Rec",500,"LwQ",196,456,1152,"GasA","TA","Y","SBrkr",1152,0,0,0,0,1,1,3,1,"TA",6,"Typ",0,"","Detchd",1971,"Unf",2,636,"TA","TA","Y",0,0,0,0,0,0,"","","",0,5,2008,"WD ","Normal","1802 CLARK AVE",-93.617084,42.040301,1143
"1144",535302140,950,130000,20,"RL",NA,12774,"Pave","","Reg","Lvl","AllPub","Inside","Sev","NAmes","Norm","Norm","1Fam","1Story",5,5,1953,1953,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","BLQ",624,"LwQ",128,232,984,"GasW","TA","N","SBrkr",950,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"","Detchd",1953,"Unf",2,400,"TA","TA","Y",0,32,0,0,0,0,"","GdWo","",0,7,2008,"WD ","Normal","1812 CLARK AVE",-93.617086,42.040391,1144
"1145",535302200,972,122500,20,"RL",119,10895,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",648,"Unf",0,324,972,"GasA","TA","Y","SBrkr",972,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"","Attchd",1955,"Unf",1,305,"TA","TA","Y",0,0,205,0,0,0,"","GdWo","",0,6,2010,"WD ","Normal","1920 CLARK AVE",-93.617092,42.04137,1145
"1146",535303030,1790,180000,20,"RL",95,14250,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1957,1957,"Gable","CompShg","Plywood","Plywood","BrkFace",360,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,998,998,"GasA","TA","Y","SBrkr",1790,0,0,0,0,2,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",1957,"Fin",2,540,"TA","TA","Y",0,40,0,0,0,0,"","","Shed",1500,9,2008,"WD ","Normal","616 18TH ST",-93.6194043,42.0404436,1146
"1147",535303050,1375,140000,20,"RL",75,11310,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1954,1954,"Hip","CompShg","Wd Sdng","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1367,1367,"GasA","Ex","Y","SBrkr",1375,0,0,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1954,"Unf",2,451,"TA","TA","Y",0,30,0,0,0,0,"","","",0,6,2006,"WD ","Normal","1803 WILSON AVE",-93.618593,42.040252,1147
"1148",535303110,1062,131000,20,"RL",53,8128,"Pave","","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1954,1954,"Hip","CompShg","MetalSd","MetalSd","BrkFace",80,"TA","TA","CBlock","TA","TA","No","ALQ",490,"Unf",0,572,1062,"GasA","Gd","Y","SBrkr",1062,0,0,1,0,1,0,3,1,"TA",6,"Typ",0,"","Attchd",1954,"Unf",1,297,"TA","TA","Y",0,0,0,0,0,0,"","","",0,2,2009,"WD ","Normal","608 DURRELL CIR",-93.618549,42.039674,1148
"1149",535303150,1319,123000,20,"RL",79,10634,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1953,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","BLQ",428,"LwQ",180,0,608,"GasA","TA","Y","SBrkr",1319,0,0,1,0,1,0,3,1,"TA",5,"Min2",0,"","Attchd",1953,"Unf",1,270,"TA","TA","Y",66,0,0,0,0,0,"","GdWo","",0,11,2009,"WD ","Normal","611 16TH ST",-93.6190376,42.0385265,1149
"1150",535304020,1008,139500,20,"RL",66,12778,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1952,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",658,"Unf",0,350,1008,"GasA","Ex","Y","FuseA",1008,0,0,1,0,1,0,2,1,"TA",4,"Typ",0,"","Attchd",1952,"RFn",1,280,"TA","TA","Y",0,154,0,0,0,0,"","MnPrv","",0,1,2006,"WD ","Normal","1715 CLARK AVE",-93.617225,42.039447,1150
"1151",535304100,1112,126000,20,"RL",67,13070,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1951,1951,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",308,"Unf",0,323,631,"GasA","TA","Y","FuseA",1112,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"","Basment",1951,"Unf",2,480,"TA","TA","Y",0,0,0,0,255,0,"","","",0,10,2009,"WD ","Normal","1605 CLARK AVE",-93.617219,42.038356,1151
