,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageArea,PavedDrive,OurdoorSpace,MoSold,YrSold,YrMoSold,AgeSold,SaleCondition,Longitude,Latitude,nghbr_Blueste,nghbr_BrDale,nghbr_BrkSide,nghbr_ClearCr,nghbr_CollgCr,nghbr_Crawfor,nghbr_Edwards,nghbr_Gilbert,nghbr_Greens,nghbr_GrnHill,nghbr_IDOTRR,nghbr_Landmrk,nghbr_MeadowV,nghbr_Mitchel,nghbr_NAmes,nghbr_NPkVill,nghbr_NWAmes,nghbr_NoRidge,nghbr_NridgHt,nghbr_OldTown,nghbr_SWISU,nghbr_Sawyer,nghbr_SawyerW,nghbr_Somerst,nghbr_StoneBr,nghbr_Timber,nghbr_Veenker
1177,531371070,1696,188000,60,RL,10110,Reg,Lvl,Inside,1Fam,2Story,6,5,2003,2003,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,80.0,ALQ,555.0,835.0,Ex,Y,SBrkr,835,861,2,3,Gd,0,Attchd,542.0,Y,209,7,2008,2008.583333,5.583333333,Normal,-93.6197518,42.0347206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1178,528390100,2448,402000,60,RL,46589,IR2,Lvl,CulDSac,1Fam,2Story,8,7,1994,2005,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361.0,Rec,180.0,1629.0,Ex,Y,SBrkr,1686,762,2,4,Gd,1,Attchd,711.0,Y,593,7,2009,2009.583333,4.583333333,Normal,-93.620343,42.034812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1179,906200230,1822,228500,50,RL,23920,Reg,Lvl,Inside,1Fam,1.5Fin,6,5,1984,1984,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1105.0,Ex,Y,SBrkr,1105,717,2,4,Gd,1,Attchd,515.0,P,1207,4,2007,2007.333333,23.33333333,Normal,-93.620354,42.034934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1180,907420040,1396,170000,60,RL,11069,Reg,Lvl,Corner,1Fam,2Story,6,5,2007,2007,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,Ex,Y,SBrkr,608,788,2,3,Gd,1,BuiltIn,440.0,Y,136,7,2009,2009.583333,2.583333333,Normal,-93.620341,42.035869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,916402215,1256,180000,20,RL,18265,Reg,Lvl,Corner,1Fam,1Story,6,5,1986,1986,BrkFace,228.0,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,920.0,Rec,60.0,1256.0,Ex,Y,SBrkr,1256,0,2,3,Gd,1,Attchd,578.0,Y,282,3,2008,2008.25,22.25,Normal,-93.620336,42.036223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1182,907200290,1392,161750,60,RL,10900,IR1,Lvl,FR2,1Fam,2Story,6,7,1977,1977,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378.0,Unf,0.0,689.0,Ex,Y,SBrkr,689,703,1,3,TA,0,Attchd,299.0,Y,36,3,2010,2010.25,33.25,Normal,-93.617191,42.035932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,908225180,936,97900,50,RL,6956,Reg,Lvl,Inside,1Fam,1.5Fin,4,7,1948,1950,None,0.0,TA,Gd,CBlock,Fa,TA,Mn,Unf,0.0,Unf,0.0,624.0,Ex,Y,SBrkr,624,312,1,3,TA,0,Attchd,265.0,Y,0,4,2006,2006.333333,56.33333333,Normal,-93.61719,42.035829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,906380050,1768,212000,60,RL,10769,IR1,Lvl,Inside,1Fam,2Story,8,5,2007,2007,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,866.0,Ex,Y,SBrkr,866,902,2,3,Gd,0,Attchd,578.0,Y,249,4,2009,2009.333333,2.333333333,Normal,-93.617182,42.034746,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,535450190,924,122900,50,RL,8064,Reg,Lvl,Corner,1Fam,1.5Fin,5,7,1949,2006,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,672.0,Ex,Y,SBrkr,672,252,1,3,TA,1,Detchd,576.0,Y,0,7,2007,2007.583333,1.583333333,Normal,-93.617182,42.034617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1186,528315030,2392,348000,60,RL,9452,Reg,Lvl,Inside,1Fam,2Story,8,5,1997,1998,BrkFace,423.0,Gd,TA,PConc,Gd,TA,No,GLQ,1074.0,Unf,0.0,1396.0,Ex,Y,SBrkr,1407,985,2,3,Gd,1,Attchd,870.0,Y,70,6,2006,2006.5,8.5,Normal,-93.618457,42.03471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1187,535103070,1246,172000,80,RL,12700,IR1,Lvl,Inside,1Fam,SLvl,6,5,1964,1964,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,939.0,Unf,0.0,1246.0,TA,Y,SBrkr,1246,0,1,3,TA,2,Attchd,441.0,Y,69,11,2006,2006.916667,42.91666667,Normal,-93.618445,42.036077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1188,905202090,1067,128000,20,RL,9600,Reg,Lvl,Inside,1Fam,1Story,4,7,1950,1995,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442.0,Unf,0.0,1067.0,TA,Y,SBrkr,1067,0,2,2,Gd,0,Attchd,436.0,Y,290,2,2010,2010.166667,15.16666667,Normal,-93.6168701,42.0347269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1189,907192090,1573,227000,20,RL,9808,IR1,Lvl,Inside,1Fam,1Story,7,5,2002,2002,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,0.0,1573.0,Ex,Y,SBrkr,1573,0,2,3,Gd,0,Attchd,544.0,Y,72,3,2009,2009.25,7.25,Normal,-93.6146206,42.0380659,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,527158090,1694,160000,80,RL,10147,IR1,Lvl,CulDSac,1Fam,SLvl,6,5,1994,1994,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,LwQ,186.0,Unf,0.0,392.0,Gd,Y,SBrkr,924,770,2,3,TA,1,BuiltIn,398.0,Y,320,3,2007,2007.25,13.25,Normal,-93.6143498,42.0378602,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,916326040,1328,170000,20,RL,16905,Reg,Lvl,Inside,1Fam,1Story,5,6,1959,1959,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967.0,Unf,0.0,1350.0,Gd,Y,SBrkr,1328,0,1,2,TA,2,Attchd,308.0,P,104,7,2007,2007.583333,48.58333333,Normal,-93.6144209,42.037679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1192,534403040,1302,158000,80,RL,9350,Reg,Lvl,Inside,1Fam,SLvl,6,7,1964,1991,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270.0,ALQ,580.0,1302.0,Ex,Y,SBrkr,1302,0,2,3,Gd,0,Attchd,309.0,Y,333,10,2007,2007.833333,16.83333333,Normal,-93.615485,42.03725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1193,528220040,1490,167800,60,RL,8918,IR1,Lvl,Inside,1Fam,2Story,6,5,2005,2006,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,745.0,Ex,Y,SBrkr,745,745,2,3,Gd,1,Attchd,392.0,Y,56,7,2009,2009.583333,3.583333333,Normal,-93.615484,42.037302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,907201280,914,134900,20,RL,6950,IR1,Lvl,Inside,1Fam,1Story,5,7,1979,1979,BrkFace,40.0,TA,TA,CBlock,TA,TA,No,ALQ,710.0,BLQ,72.0,914.0,TA,Y,SBrkr,914,0,1,2,TA,0,Attchd,444.0,Y,0,10,2009,2009.833333,30.83333333,Normal,-93.615484,42.037459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,528235180,1166,190000,80,RL,9587,IR1,Lvl,Inside,1Fam,SLvl,7,5,2005,2005,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0.0,856.0,Ex,Y,SBrkr,1166,0,2,2,Gd,0,Attchd,400.0,Y,212,7,2008,2008.583333,3.583333333,Normal,-93.6133009,42.0380982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,528231050,1838,192140,60,RL,21930,IR3,Lvl,Inside,1Fam,2Story,5,5,2005,2005,None,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,0.0,732.0,Ex,Y,SBrkr,734,1104,2,4,TA,1,BuiltIn,372.0,Y,140,7,2006,2006.583333,1.583333333,Normal,-93.61239,42.037144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,907425010,848,149300,120,RM,4426,Reg,Lvl,Inside,TwnhsE,1Story,6,5,2004,2004,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Av,GLQ,697.0,Unf,0.0,848.0,Ex,Y,SBrkr,848,0,1,1,Gd,1,Attchd,420.0,Y,149,5,2008,2008.416667,4.416666667,Normal,-93.6133726,42.0371796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,905103180,934,132000,80,RL,10366,IR1,Lvl,Corner,1Fam,SLvl,6,7,1964,1964,None,0.0,TA,Gd,CBlock,TA,TA,Av,GLQ,456.0,Unf,0.0,912.0,TA,Y,SBrkr,934,0,1,2,TA,0,Attchd,336.0,Y,77,7,2006,2006.583333,42.58333333,Normal,-93.610772,42.037097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1199,528228450,1504,181000,120,RL,3182,Reg,Lvl,Inside,TwnhsE,1Story,7,5,2005,2006,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1346.0,Ex,Y,SBrkr,1504,0,2,1,Gd,1,Attchd,457.0,Y,156,5,2009,2009.416667,3.416666667,Normal,-93.6116762,42.0372097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,906380030,1615,248500,20,RL,9345,IR1,Lvl,Inside,1Fam,1Story,8,5,2007,2007,Stone,156.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1615.0,Ex,Y,SBrkr,1615,0,2,3,Gd,1,Attchd,864.0,Y,198,5,2008,2008.416667,1.416666667,Normal,-93.612239,42.037041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,528445060,1595,221500,20,RL,8987,Reg,Lvl,Inside,1Fam,1Story,8,5,2005,2006,BrkFace,226.0,Gd,TA,PConc,Gd,TA,,Unf,0.0,Unf,0.0,1595.0,Ex,Y,SBrkr,1595,0,2,2,Gd,1,Attchd,880.0,Y,144,5,2010,2010.416667,4.416666667,Normal,-93.612241,42.037328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1202,909252110,1680,177000,70,RL,15576,Reg,Lvl,Inside,1Fam,2Story,6,7,1915,1976,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,Ex,Y,SBrkr,840,840,2,4,TA,0,Attchd,308.0,Y,160,3,2008,2008.25,32.25,Normal,-93.614049,42.036015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,909179020,3082,197000,75,RL,15863,Reg,Lvl,Corner,1Fam,2.5Fin,7,3,1920,1970,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,523.0,Unf,0.0,824.0,Ex,Y,SBrkr,1687,998,2,5,TA,2,Basment,672.0,Y,199,8,2009,2009.666667,39.66666667,Normal,-93.615536,42.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1204,907230240,1320,137000,160,RH,3612,IR1,Lvl,Inside,Twnhs,2Story,6,5,1993,1994,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,630.0,Ex,Y,SBrkr,630,690,2,3,TA,0,Detchd,484.0,Y,48,6,2006,2006.5,12.5,Normal,-93.615465,42.036002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,909251050,1232,147500,30,RL,8574,Reg,Lvl,Inside,1Fam,1Story,6,8,1916,2000,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,Ex,Y,SBrkr,1232,0,1,3,Gd,1,Detchd,440.0,Y,180,10,2009,2009.833333,9.833333333,Normal,-93.612418,42.035779,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,903231010,1539,141500,50,RM,6120,Reg,Lvl,Corner,1Fam,1.5Fin,5,6,1936,1950,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,927.0,TA,Y,SBrkr,1067,472,1,3,TA,0,Detchd,576.0,Y,112,4,2009,2009.333333,59.33333333,Normal,-93.6139,42.0358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,528142090,1836,280000,20,RL,11362,IR1,Lvl,Inside,1Fam,1Story,8,5,2004,2005,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039.0,Unf,0.0,1836.0,Ex,Y,SBrkr,1836,0,2,3,Gd,1,Attchd,862.0,Y,310,3,2009,2009.25,4.25,Normal,-93.6139,42.035854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1208,907200280,1026,150000,20,RL,15240,IR1,Lvl,FR2,1Fam,1Story,5,8,1977,2004,None,0.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,198.0,Rec,688.0,1026.0,Ex,Y,SBrkr,1026,0,1,3,TA,0,Attchd,308.0,Y,401,6,2010,2010.5,6.5,Normal,-93.6116427,42.0367836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,528477040,1768,226700,60,FV,9803,Reg,Lvl,Inside,1Fam,2Story,7,5,2005,2005,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400.0,Unf,0.0,866.0,Gd,Y,SBrkr,866,902,2,3,Gd,0,Attchd,603.0,Y,108,2,2008,2008.166667,3.166666667,Normal,-93.61076,42.035893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1210,903206070,1738,153000,50,RL,7010,Reg,Lvl,Inside,1Fam,1.5Fin,5,5,1935,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,175.0,Unf,0.0,1024.0,TA,Y,SBrkr,1144,594,2,3,TA,1,Detchd,240.0,P,30,7,2008,2008.583333,58.58333333,Normal,-93.612269,42.035723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,909428190,1640,224000,20,RL,14778,IR1,Low,CulDSac,1Fam,1Story,6,7,1954,2006,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,1296.0,Ex,Y,SBrkr,1640,0,1,3,Gd,1,Detchd,924.0,Y,324,11,2008,2008.916667,2.916666667,Normal,-93.612265,42.035938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,528112040,1736,360000,20,RL,11578,Reg,Lvl,Inside,1Fam,1Story,9,5,2008,2008,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1736.0,Ex,Y,SBrkr,1736,0,2,3,Ex,1,Attchd,834.0,Y,409,7,2009,2009.583333,1.583333333,Normal,-93.614049,42.034668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1213,528142040,2224,350000,60,RL,8834,Reg,Lvl,Inside,1Fam,2Story,9,5,2004,2005,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170.0,Unf,0.0,1462.0,Ex,Y,SBrkr,1462,762,2,4,Ex,1,Attchd,738.0,Y,184,6,2009,2009.5,4.5,Normal,-93.612404,42.035277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1214,902106060,2372,107500,70,RM,6600,Reg,Lvl,Corner,1Fam,2Story,5,4,1892,1965,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,0.0,994.0,TA,N,SBrkr,1378,994,2,4,TA,0,Attchd,432.0,Y,287,12,2009,2010.0,45.0,Normal,-93.613899,42.034574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1215,527375100,1621,213000,20,RL,9373,IR1,Lvl,CulDSac,1Fam,1Story,5,7,1975,1975,BrkFace,161.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1333.0,LwQ,168.0,1621.0,TA,Y,SBrkr,1621,0,2,3,TA,2,Attchd,478.0,Y,490,6,2009,2009.5,34.5,Normal,-93.613899,42.034761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1216,527105070,1608,189500,60,RL,10179,IR1,Lvl,Corner,1Fam,2Story,6,5,1997,1997,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,847.0,Unf,0.0,945.0,Ex,Y,SBrkr,945,663,2,3,TA,1,Attchd,470.0,Y,282,7,2009,2009.583333,12.58333333,Normal,-93.6117397,42.0347572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,909277090,1273,155000,20,RL,14680,IR1,HLS,Inside,1Fam,1Story,5,4,1960,1960,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,793.0,Unf,0.0,1273.0,Ex,Y,SBrkr,1273,0,1,2,TA,0,Attchd,307.0,Y,598,6,2009,2009.5,49.5,Normal,-93.61203,42.0347398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,527110130,1384,161500,80,RL,8872,IR1,HLS,Inside,1Fam,SLvl,6,5,1997,1997,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,Gd,Y,SBrkr,754,630,2,3,TA,1,BuiltIn,390.0,Y,0,3,2007,2007.25,10.25,Normal,-93.612253,42.035222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,527375210,1193,158000,20,RL,11050,IR1,Lvl,Corner,1Fam,1Story,7,5,1975,1975,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,636.0,Unf,0.0,1176.0,Fa,Y,SBrkr,1193,0,2,3,TA,1,Attchd,506.0,Y,40,8,2009,2009.666667,34.66666667,Normal,-93.612253,42.035257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1220,533215030,1310,285000,120,FV,4538,IR1,Lvl,Inside,TwnhsE,1Story,9,5,2001,2001,BrkFace,179.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1004.0,Unf,0.0,1310.0,Ex,Y,SBrkr,1310,0,1,1,Gd,1,Attchd,545.0,Y,322,7,2008,2008.583333,7.583333333,Normal,-93.612254,42.03528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1221,906378100,1694,245350,20,RL,10475,IR1,Lvl,Corner,1Fam,1Story,8,5,2008,2008,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1694.0,Ex,Y,SBrkr,1694,0,2,3,Gd,0,Attchd,776.0,Y,193,2,2010,2010.166667,2.166666667,Normal,-93.607275,42.040085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,527325090,1930,192000,60,RL,11339,IR1,Lvl,Inside,1Fam,2Story,7,5,1979,1979,BrkFace,549.0,TA,TA,CBlock,Gd,TA,No,ALQ,758.0,Unf,0.0,780.0,TA,Y,SBrkr,1085,845,2,4,Gd,1,Attchd,481.0,Y,264,3,2007,2007.25,28.25,Normal,-93.610355,42.0417879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1223,526301100,1656,215000,20,RL,31770,IR1,Lvl,Corner,1Fam,1Story,6,5,1960,1960,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639.0,Unf,0.0,1080.0,Fa,Y,SBrkr,1656,0,1,3,TA,2,Attchd,528.0,P,272,5,2010,2010.416667,50.41666667,Normal,-93.608984,42.040811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1224,535178060,1196,139000,20,RL,9000,Reg,Lvl,Inside,1Fam,1Story,6,5,1956,1956,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,1196.0,Gd,Y,FuseA,1196,0,1,2,TA,1,Attchd,297.0,Y,44,5,2008,2008.416667,52.41666667,Normal,-93.607655,42.04015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1225,903430090,1635,117000,50,RM,5310,Reg,Lvl,Corner,1Fam,1.5Fin,6,8,1910,2003,None,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,485.0,Gd,Y,SBrkr,1001,634,1,2,Gd,0,Attchd,255.0,Y,394,6,2006,2006.5,3.5,Normal,-93.607582,42.040105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1226,534402140,1154,154000,20,RL,11000,IR1,Lvl,CulDSac,1Fam,1Story,5,6,1966,1966,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740.0,Rec,230.0,1154.0,Ex,Y,SBrkr,1154,0,1,3,TA,1,Attchd,480.0,Y,58,11,2009,2009.916667,43.91666667,Normal,-93.607422,42.040021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1227,908225240,948,111000,20,RL,10215,Reg,Bnk,Inside,1Fam,1Story,4,5,1954,1954,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,492.0,Unf,0.0,864.0,Ex,Y,SBrkr,948,0,1,3,TA,0,Attchd,248.0,Y,0,2,2007,2007.166667,53.16666667,Normal,-93.607117,42.039338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,534451110,1203,110000,50,RL,7015,IR1,Bnk,Corner,1Fam,1.5Fin,5,4,1950,1950,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185.0,Unf,0.0,709.0,TA,Y,SBrkr,979,224,1,3,Gd,1,Detchd,352.0,Y,248,7,2009,2009.583333,59.58333333,Normal,-93.60942,42.040081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,914467040,1916,254900,60,RL,11050,Reg,Lvl,Inside,1Fam,2Story,8,5,1998,1999,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,0.0,1049.0,Ex,Y,SBrkr,1036,880,2,3,Gd,1,Attchd,741.0,Y,70,5,2010,2010.416667,11.41666667,Normal,-93.610278,42.040297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,527451110,1365,125000,160,RM,2368,Reg,Lvl,Inside,TwnhsE,2Story,5,6,1970,1970,None,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765.0,Unf,0.0,765.0,TA,Y,SBrkr,765,600,1,3,TA,0,Attchd,440.0,Y,36,5,2009,2009.416667,39.41666667,Normal,-93.610588,42.040295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,907262020,1729,200000,60,RL,8158,Reg,Lvl,Inside,1Fam,2Story,7,5,2002,2002,BrkFace,214.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,Ex,Y,SBrkr,860,869,2,3,Gd,0,Attchd,542.0,Y,449,8,2007,2007.666667,5.666666667,Normal,-93.610649,42.04124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,527376110,1664,162900,60,RL,10140,Reg,Lvl,Inside,1Fam,2Story,7,5,1976,1976,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194.0,Unf,0.0,832.0,TA,Y,SBrkr,832,832,2,4,TA,1,Attchd,528.0,Y,287,3,2006,2006.25,30.25,Normal,-93.610663,42.040142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1233,904301375,904,61000,30,RL,10020,IR1,Low,Inside,1Fam,1Story,1,1,1922,1950,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350.0,Unf,0.0,683.0,Gd,N,FuseA,904,0,0,1,Fa,0,,0.0,Y,0,3,2009,2009.25,59.25,Normal,-93.610561,42.040146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,905352070,1524,245000,20,RL,20270,IR1,Lvl,CulDSac,1Fam,1Story,7,6,1979,1979,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,599.0,Unf,0.0,1524.0,TA,Y,SBrkr,1524,0,2,3,TA,2,Attchd,478.0,Y,140,4,2008,2008.333333,29.33333333,Normal,-93.610501,42.040148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
