PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageArea,PavedDrive,OurdoorSpace,MoSold,YrSold,YrMoSold,AgeSold,SaleCondition,Longitude,Latitude,cluster
528294070,2291,230000,60,RL,8738,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,1999,1999,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,975.0,Ex,Y,SBrkr,1005,1286,2,4,Gd,1,BuiltIn,429.0,Y,192,2,2006,2006.166667,7.166666667,Normal,-93.608246,42.03005,1
535455090,1278,127500,50,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,6,5,1954,1954,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,854.0,Fa,Y,FuseA,854,424,1,4,TA,0,Attchd,240.0,Y,0,4,2008,2008.333333,54.33333333,Normal,-93.607238,42.028164,1
535176070,1244,150000,20,RL,11988,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,6,1957,1957,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,777.0,Unf,0.0,1244.0,Ex,Y,FuseA,1244,0,1,3,TA,2,Attchd,336.0,Y,40,5,2007,2007.416667,50.41666667,Normal,-93.6076506,42.0282044,1
902405070,2495,184000,70,RM,10800,Reg,Lvl,Inside,OldTown,1Fam,2Story,7,7,1890,1999,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1313.0,Gd,Y,SBrkr,1313,1182,2,5,TA,1,Detchd,342.0,Y,299,12,2008,2009.0,10.0,Normal,-93.608752,42.02916,1
535478090,864,105000,20,RL,7000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1962,1962,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,468.0,Unf,0.0,864.0,Gd,Y,SBrkr,864,0,1,3,TA,0,Attchd,336.0,Y,0,2,2006,2006.166667,44.16666667,Normal,-93.608752,42.029209,1
907202130,1268,143500,20,RL,9286,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,7,1977,1989,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,196.0,Unf,0.0,1268.0,TA,Y,SBrkr,1268,0,1,3,Gd,0,Detchd,252.0,Y,173,10,2009,2009.833333,20.83333333,Normal,-93.607088,42.028165,1
902100030,764,73000,30,RM,5232,IR3,Bnk,Inside,OldTown,1Fam,1Story,5,5,1925,2004,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,680.0,Gd,N,FuseP,764,0,1,2,TA,0,Detchd,504.0,N,0,6,2008,2008.5,4.5,Normal,-93.6094532,42.0277574,1
902105050,1306,130000,50,RM,15660,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,8,1910,2003,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,240.0,TA,Y,SBrkr,810,496,1,3,Gd,0,Detchd,472.0,N,0,7,2009,2009.583333,6.583333333,Normal,-93.6075521,42.0273991,1
534252270,1978,176000,60,RL,9900,Reg,Lvl,Inside,NWAmes,1Fam,2Story,7,5,1968,1968,BrkFace,342.0,TA,TA,CBlock,TA,TA,No,BLQ,552.0,Unf,0.0,832.0,Gd,Y,SBrkr,1098,880,2,4,TA,1,Attchd,486.0,Y,43,4,2008,2008.333333,40.33333333,Normal,-93.608704,42.027062,1
532377050,1040,145000,20,RL,7476,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,7,1968,1968,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,812.0,Unf,0.0,1040.0,TA,Y,SBrkr,1040,0,1,3,TA,0,Detchd,686.0,Y,188,6,2007,2007.5,39.5,Normal,-93.608707,42.0272,1
534177210,1242,175500,20,RL,9600,Reg,Lvl,Inside,NWAmes,1Fam,1Story,7,6,1973,1973,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916.0,Unf,0.0,1242.0,Fa,Y,SBrkr,1242,0,1,3,TA,1,Attchd,528.0,Y,0,9,2007,2007.75,34.75,Normal,-93.6059697,42.0272517,1
533221030,1512,168500,160,FV,2117,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,6,5,2000,2000,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,420.0,Unf,0.0,756.0,Ex,Y,SBrkr,756,756,2,2,Gd,1,Detchd,440.0,Y,32,6,2007,2007.5,7.5,Normal,-93.606195,42.0272703,1
909175030,1595,140000,50,RL,8400,Reg,Bnk,Inside,SWISU,1Fam,1.5Fin,6,5,1940,2000,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388.0,Unf,0.0,940.0,Ex,Y,SBrkr,1192,403,1,2,TA,2,Attchd,240.0,Y,108,6,2006,2006.5,6.5,Normal,-93.607058,42.027227,1
528164040,1792,374000,20,RL,11846,IR1,HLS,Inside,NridgHt,1Fam,1Story,9,5,2003,2004,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567.0,Unf,0.0,1792.0,Ex,Y,SBrkr,1792,0,2,2,Ex,1,Attchd,874.0,Y,255,8,2006,2006.666667,2.666666667,Normal,-93.606196,42.02774,1
527402240,1479,184000,60,RL,7472,IR1,Lvl,CulDSac,NAmes,1Fam,2Story,7,9,1972,2004,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626.0,Unf,0.0,725.0,Gd,Y,SBrkr,725,754,1,4,Gd,0,Attchd,484.0,Y,32,6,2007,2007.5,3.5,Normal,-93.608678,42.026089,1
528181070,1554,209500,120,RL,4590,Reg,Lvl,Inside,NridgHt,Twnhs,1Story,8,5,2006,2006,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1554.0,Ex,Y,SBrkr,1554,0,2,2,Gd,1,Attchd,627.0,Y,229,5,2007,2007.416667,1.416666667,Normal,-93.6047622,42.0268089,1
535152130,1143,136000,20,RL,8050,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1959,1959,BrkFace,150.0,TA,TA,CBlock,TA,TA,No,BLQ,856.0,Rec,162.0,1143.0,TA,Y,SBrkr,1143,0,1,3,TA,0,Attchd,308.0,Y,0,5,2010,2010.416667,51.41666667,Normal,-93.604486,42.026691,1
535353160,1544,138000,50,RL,14190,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,4,7,1890,2006,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,925.0,Gd,Y,SBrkr,1000,544,2,3,TA,0,,0.0,N,231,4,2007,2007.333333,1.333333333,Normal,-93.6041765,42.0272605,1
907420080,1456,189000,60,RL,8199,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2005,2005,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648.0,Unf,0.0,728.0,Ex,Y,SBrkr,728,728,2,3,Gd,1,Attchd,410.0,Y,54,10,2008,2008.833333,3.833333333,Normal,-93.6043548,42.0272664,1
907410130,1602,293200,20,RL,10200,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2007,2007,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,0.0,1578.0,Ex,Y,SBrkr,1602,0,2,3,Gd,1,Attchd,810.0,Y,243,1,2009,2009.083333,2.083333333,Normal,-93.6051157,42.0272703,1
534403410,1152,180500,80,RL,14112,IR1,Lvl,Corner,NAmes,1Fam,SLvl,5,7,1964,1964,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,0.0,1152.0,TA,Y,SBrkr,1152,0,1,3,TA,1,Attchd,484.0,Y,227,4,2010,2010.333333,46.33333333,Normal,-93.606869,42.02297,1
533205110,1378,214000,120,FV,4379,IR1,Lvl,FR2,Somerst,TwnhsE,1Story,8,5,2004,2004,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,851.0,Unf,0.0,1378.0,Ex,Y,SBrkr,1378,0,2,2,Gd,1,Attchd,540.0,Y,216,7,2007,2007.583333,3.583333333,Normal,-93.605207,42.023218,1
907262050,1829,237000,60,RL,9548,IR1,Lvl,CulDSac,CollgCr,1Fam,2Story,7,6,2003,2003,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483.0,Unf,0.0,941.0,Ex,Y,SBrkr,941,888,2,3,Gd,1,Attchd,613.0,Y,231,1,2010,2010.083333,7.083333333,Normal,-93.6289369,42.033996,6
902405100,1869,124900,50,RM,8820,Reg,Lvl,Corner,OldTown,1Fam,1.5Fin,5,6,1890,1996,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088.0,Unf,0.0,1088.0,TA,Y,SBrkr,1188,561,1,2,TA,0,Detchd,456.0,Y,292,9,2009,2009.75,13.75,Normal,-93.628848,42.033558,6
534251280,1632,173000,60,RL,9130,Reg,Lvl,Inside,NWAmes,1Fam,2Story,6,8,1966,2000,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,GLQ,400.0,Rec,64.0,800.0,Gd,Y,SBrkr,800,832,1,4,Gd,0,Attchd,484.0,Y,40,7,2008,2008.583333,8.583333333,Normal,-93.628806,42.03361,6
533205060,1488,260000,120,FV,4835,IR1,Lvl,CulDSac,Somerst,TwnhsE,1Story,7,5,2004,2005,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,Unf,0.0,1488.0,Ex,Y,SBrkr,1488,0,2,2,Gd,1,Attchd,506.0,Y,218,3,2010,2010.25,5.25,Normal,-93.6279815,42.0333765,6
907405130,1337,185000,20,RL,8450,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2003,2003,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,699.0,Unf,0.0,1337.0,Ex,Y,SBrkr,1337,0,2,3,Gd,0,Attchd,531.0,Y,39,10,2007,2007.833333,4.833333333,Normal,-93.6281873,42.033311,6
924100050,1479,161000,50,RL,10544,IR1,Lvl,Inside,Mitchel,1Fam,1.5Fin,5,5,1969,1969,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,476.0,Unf,0.0,864.0,TA,Y,SBrkr,864,615,2,5,TA,0,Attchd,275.0,Y,567,4,2010,2010.333333,41.33333333,Normal,-93.626022,42.03179,6
923225370,988,94900,180,RM,1596,Reg,Lvl,Inside,MeadowV,Twnhs,SLvl,4,6,1973,1973,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,437.0,Unf,0.0,462.0,TA,Y,SBrkr,526,462,1,1,TA,1,BuiltIn,297.0,Y,221,7,2008,2008.583333,35.58333333,Normal,-93.625968,42.031564,6
906203120,2196,271900,20,RL,14684,IR1,Lvl,CulDSac,SawyerW,1Fam,1Story,7,7,1990,1991,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485.0,BLQ,177.0,2158.0,Gd,Y,SBrkr,2196,0,2,3,Gd,1,Attchd,701.0,Y,154,6,2009,2009.5,18.5,Normal,-93.6262716,42.034339,6
903400220,2134,214500,75,RL,11888,IR1,Bnk,Inside,BrkSide,1Fam,2.5Unf,6,6,1916,1994,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,844.0,Gd,N,FuseA,1445,689,2,5,Gd,0,Detchd,441.0,Y,328,7,2009,2009.583333,15.58333333,Normal,-93.625737,42.033642,6
911370530,1646,300000,120,RM,3842,IR1,HLS,Inside,Crawfor,TwnhsE,1Story,8,5,2004,2005,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1564.0,Unf,0.0,1594.0,Ex,Y,SBrkr,1646,0,2,2,Gd,1,Attchd,525.0,Y,336,12,2006,2007.0,2.0,Normal,-93.625728,42.03338,6
528235120,1593,193000,60,RL,7415,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2004,2004,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,759.0,Unf,0.0,839.0,Ex,Y,SBrkr,864,729,2,3,TA,1,Attchd,398.0,Y,175,4,2008,2008.333333,4.333333333,Normal,-93.626116,42.031542,6
532477040,2167,294000,60,RL,17542,IR1,Lvl,Inside,Veenker,1Fam,2Story,7,7,1974,2003,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125.0,ALQ,1031.0,1192.0,TA,Y,SBrkr,1516,651,2,3,Gd,2,Attchd,518.0,Y,267,7,2007,2007.583333,4.583333333,Normal,-93.627605,42.031846,6
528228430,1548,225000,120,RM,3072,Reg,Lvl,Inside,Blmngtn,TwnhsE,1Story,7,5,2004,2004,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,GLQ,1059.0,Unf,0.0,1365.0,Ex,Y,SBrkr,1548,0,2,2,Gd,1,Attchd,388.0,Y,163,9,2006,2006.75,2.75,Normal,-93.625926,42.03047,6
527357110,1308,146900,60,RL,9743,Reg,Lvl,Inside,NWAmes,1Fam,2Story,5,6,1969,1969,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,280.0,Unf,0.0,720.0,Gd,Y,SBrkr,720,588,1,3,TA,0,Detchd,484.0,Y,0,6,2008,2008.5,39.5,Normal,-93.625825,42.030187,6
907202100,907,130000,20,RL,16300,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,4,1977,1977,None,0.0,TA,TA,CBlock,Gd,TA,Av,Rec,60.0,BLQ,417.0,876.0,TA,Y,SBrkr,907,0,1,3,TA,0,Attchd,308.0,Y,0,1,2007,2007.083333,30.08333333,Normal,-93.627385,42.030786,6
534127190,2156,262500,20,RL,20781,IR2,Lvl,CulDSac,NWAmes,1Fam,1Story,7,7,1968,2003,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,297.0,Rec,68.0,1568.0,TA,Y,SBrkr,2156,0,2,3,TA,1,Attchd,508.0,Y,370,6,2006,2006.5,3.5,Normal,-93.627487,42.030823,6
535125070,1567,256000,20,RL,14695,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,8,1966,2008,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,Unf,0.0,1562.0,Gd,Y,SBrkr,1567,0,2,2,Gd,2,Attchd,542.0,Y,452,7,2009,2009.583333,1.583333333,Normal,-93.624715,42.033482,6
535401080,1287,162000,20,RL,9830,IR1,Lvl,Corner,NAmes,1Fam,1Story,5,7,1959,2006,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72.0,Rec,258.0,1063.0,Ex,Y,SBrkr,1287,0,1,3,Gd,1,Detchd,576.0,Y,563,3,2010,2010.25,4.25,Normal,-93.624715,42.033456,6
534403400,1488,167000,20,RL,10368,IR1,Lvl,CulDSac,NAmes,1Fam,1Story,6,6,1964,1964,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,LwQ,748.0,1008.0,Ex,Y,SBrkr,1488,0,1,3,TA,1,Attchd,430.0,Y,214,4,2006,2006.333333,42.33333333,Normal,-93.625576,42.033306,6
908188150,1708,130000,160,RM,3363,Reg,Lvl,Inside,Edwards,TwnhsE,2Story,7,5,2004,2004,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,976.0,Ex,Y,SBrkr,976,732,2,3,Gd,0,Detchd,380.0,Y,40,4,2006,2006.333333,2.333333333,Normal,-93.625584,42.033568,6
527427160,1337,155000,120,RH,4113,IR1,Lvl,Inside,NAmes,TwnhsE,1Story,6,5,2001,2001,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1337.0,Ex,Y,SBrkr,1337,0,2,2,Gd,1,Attchd,511.0,Y,204,7,2007,2007.583333,6.583333333,Normal,-93.625586,42.033621,6
528326060,2285,248000,60,RL,11000,Reg,Lvl,FR2,NoRidge,1Fam,2Story,8,5,2000,2000,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,969.0,Ex,Y,SBrkr,997,1288,2,4,Gd,1,BuiltIn,648.0,Y,56,6,2007,2007.5,7.5,Normal,-93.625589,42.033699,6
531385130,1494,215000,20,RL,16196,IR3,Low,Inside,SawyerW,1Fam,1Story,7,5,1998,1998,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443.0,Unf,0.0,1482.0,Ex,Y,SBrkr,1494,0,2,3,Gd,1,Attchd,514.0,Y,427,8,2007,2007.666667,9.666666667,Normal,-93.623666,42.03337,6
906230030,2787,269500,90,RL,7976,Reg,Lvl,Inside,SawyerW,Duplex,2Story,7,5,2000,2000,BrkFace,23.0,TA,TA,PConc,Ex,TA,No,GLQ,820.0,Unf,0.0,1168.0,Ex,Y,SBrkr,1168,1619,4,6,TA,2,BuiltIn,820.0,Y,312,10,2009,2009.833333,9.833333333,Normal,-93.624564,42.033406,6
906426210,1759,233500,60,RL,16698,IR1,HLS,CulDSac,ClearCr,1Fam,2Story,7,5,1992,1993,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,800.0,Unf,0.0,1449.0,Gd,Y,SBrkr,944,815,2,3,Gd,1,Attchd,525.0,Y,343,6,2009,2009.5,16.5,Normal,-93.624566,42.033511,6
527162110,1718,185000,60,RL,10141,IR1,Lvl,Corner,Gilbert,1Fam,2Story,7,5,1998,1998,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,Gd,Y,SBrkr,885,833,2,3,TA,1,Attchd,427.0,Y,385,12,2009,2010.0,12.0,Normal,-93.624566,42.033563,6
527276150,864,141000,20,RL,19138,Reg,Lvl,Corner,Gilbert,1Fam,1Story,4,5,1951,1951,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,Unf,0.0,864.0,Ex,Y,SBrkr,864,0,1,2,TA,0,Detchd,400.0,Y,0,6,2010,2010.5,59.5,Normal,-93.624567,42.033616,6
907201230,1282,174000,80,RL,10385,IR1,Lvl,CulDSac,CollgCr,1Fam,SLvl,6,6,1978,1978,BrkFace,123.0,TA,TA,CBlock,TA,Gd,Av,ALQ,595.0,LwQ,400.0,995.0,TA,Y,SBrkr,1282,0,2,3,TA,0,Detchd,672.0,Y,386,4,2006,2006.333333,28.33333333,Normal,-93.622597,42.0336,6
905104110,992,145000,20,RL,10265,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,7,1967,2005,None,0.0,TA,Fa,CBlock,TA,TA,No,ALQ,758.0,Unf,0.0,992.0,Ex,Y,SBrkr,992,0,1,3,Gd,0,Attchd,294.0,Y,204,7,2008,2008.583333,3.583333333,Normal,-93.622513,42.03329,6
914476330,1478,210000,20,RL,9928,IR1,Lvl,CulDSac,Mitchel,1Fam,1Story,7,5,1991,1992,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1239.0,Unf,0.0,1454.0,TA,Y,SBrkr,1478,0,2,3,TA,1,Attchd,506.0,Y,136,5,2007,2007.416667,15.41666667,Normal,-93.623514,42.033321,6
907290160,848,133000,120,RM,4435,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2003,2003,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,717.0,Unf,0.0,848.0,Ex,Y,SBrkr,848,0,1,1,Gd,0,Attchd,420.0,Y,140,4,2006,2006.333333,3.333333333,Normal,-93.623515,42.033347,6
907125080,1100,145000,20,RL,13015,Reg,Lvl,Corner,CollgCr,1Fam,1Story,5,6,1996,1996,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1100.0,Ex,Y,SBrkr,1100,0,1,3,TA,0,Attchd,462.0,Y,0,6,2006,2006.5,10.5,Normal,-93.623521,42.033612,6
908188110,1709,134000,160,RM,2522,Reg,Lvl,Inside,Edwards,Twnhs,2Story,7,5,2004,2004,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,Ex,Y,SBrkr,970,739,2,3,Gd,0,Detchd,380.0,Y,40,5,2006,2006.416667,2.416666667,Normal,-93.623523,42.033665,6
528172150,1914,279000,60,RL,13215,IR1,Lvl,Corner,NridgHt,1Fam,2Story,8,5,2004,2004,BrkFace,112.0,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,Unf,0.0,1420.0,Ex,Y,SBrkr,1426,488,2,3,Gd,1,BuiltIn,746.0,Y,295,2,2006,2006.166667,2.166666667,Normal,-93.621532,42.033473,6
535350040,936,129000,20,RL,5868,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1956,2000,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,248.0,Rec,240.0,936.0,Ex,Y,SBrkr,936,0,1,2,TA,0,Attchd,308.0,Y,240,5,2010,2010.416667,10.41666667,Normal,-93.621532,42.033366,6
535302140,950,130000,20,RL,12774,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1953,1953,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,LwQ,128.0,984.0,TA,N,SBrkr,950,0,1,2,TA,0,Detchd,400.0,Y,32,7,2008,2008.583333,55.58333333,Normal,-93.621677,42.033496,6
528108010,1600,256300,20,RL,14230,Reg,Lvl,Corner,NridgHt,1Fam,1Story,8,5,2007,2007,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1566.0,Ex,Y,SBrkr,1600,0,2,3,Gd,1,Attchd,890.0,Y,56,7,2009,2009.583333,2.583333333,Normal,-93.621501,42.033336,6
531375090,1114,142000,20,RL,13072,Reg,Lvl,Inside,SawyerW,1Fam,1Story,5,5,2004,2004,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1114.0,Ex,Y,SBrkr,1114,0,1,3,Gd,0,,0.0,Y,39,8,2009,2009.666667,5.666666667,Normal,-93.622102,42.033493,6
526353050,2117,237500,20,RL,12925,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,7,1970,1970,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,865.0,Unf,0.0,1205.0,Ex,Y,SBrkr,2117,0,2,4,TA,2,Attchd,550.0,Y,42,5,2008,2008.416667,38.41666667,Normal,-93.622443,42.033474,6
909276170,1660,188700,70,RL,11988,IR1,HLS,Inside,Crawfor,1Fam,2Story,6,7,1934,1995,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326.0,Unf,0.0,715.0,Fa,Y,FuseA,849,811,1,3,TA,1,Detchd,240.0,Y,0,8,2008,2008.666667,13.66666667,Normal,-93.622448,42.033631,6
528228295,1569,175900,120,RL,3635,Reg,Lvl,Inside,Blmngtn,TwnhsE,1Story,7,5,2007,2007,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,0.0,1386.0,Ex,Y,SBrkr,1569,0,2,1,Gd,1,Attchd,660.0,Y,163,5,2009,2009.416667,2.416666667,Normal,-93.620433,42.033369,6
907202050,1040,150500,20,RL,8800,IR1,Lvl,Inside,CollgCr,1Fam,1Story,5,7,1977,2008,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,Rec,144.0,1040.0,TA,Y,SBrkr,1040,0,2,3,Gd,0,Detchd,484.0,Y,288,9,2009,2009.75,1.75,Normal,-93.624689,42.031395,6
916477060,2486,279900,60,RL,11800,IR1,Lvl,Inside,Timber,1Fam,2Story,7,5,2003,2004,BrkFace,94.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,766.0,Unf,0.0,1122.0,Ex,Y,SBrkr,1146,1340,3,5,Gd,1,BuiltIn,452.0,Y,175,7,2007,2007.583333,3.583333333,Normal,-93.624688,42.031354,6
905107240,1721,180000,20,RL,10335,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,6,1968,1993,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570.0,Unf,0.0,1461.0,Gd,Y,SBrkr,1721,0,2,3,TA,1,Attchd,440.0,Y,276,7,2006,2006.583333,13.58333333,Normal,-93.624687,42.031293,6
535305180,1008,134500,20,RL,8923,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1953,2006,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,643.0,Unf,0.0,1008.0,Gd,Y,SBrkr,1008,0,1,2,Gd,0,Attchd,240.0,Y,18,5,2007,2007.416667,1.416666667,Normal,-93.623645,42.03252,6
531453040,1564,171000,60,RL,8400,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,6,1980,1981,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,650.0,TA,Y,SBrkr,888,676,2,3,TA,1,Attchd,476.0,Y,254,4,2010,2010.333333,29.33333333,Normal,-93.623644,42.03246,6
923277040,816,138000,20,RL,6600,Reg,Lvl,Inside,Mitchel,1Fam,1Story,5,8,1982,2003,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816.0,Unf,0.0,816.0,Ex,Y,SBrkr,816,0,1,2,TA,0,Detchd,816.0,Y,0,6,2008,2008.5,5.5,Normal,-93.623643,42.032399,6
528435070,1588,227000,20,RL,10000,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,5,2006,2006,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,0.0,1588.0,Ex,Y,SBrkr,1588,0,2,3,Gd,1,Attchd,825.0,Y,189,12,2007,2008.0,2.0,Normal,-93.623643,42.032359,6
527454120,1055,148500,120,RL,2529,Reg,Lvl,Inside,NPkVill,Twnhs,1Story,7,6,1977,1977,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,378.0,Unf,0.0,1055.0,Fa,Y,SBrkr,1055,0,2,2,TA,0,Attchd,440.0,Y,38,9,2008,2008.75,31.75,Normal,-93.623642,42.032299,6
923228290,630,84500,180,RM,1936,Reg,Lvl,Inside,MeadowV,Twnhs,SFoyer,4,6,1970,1970,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,131.0,GLQ,499.0,630.0,Gd,Y,SBrkr,630,0,1,1,TA,0,,0.0,Y,0,12,2007,2008.0,38.0,Normal,-93.623632,42.031493,6
903451090,1930,149000,70,RM,6876,Reg,Lvl,Inside,IDOTRR,1Fam,2Story,6,5,1927,1950,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,522.0,Unf,0.0,720.0,Fa,Y,SBrkr,1146,784,2,4,TA,0,Attchd,316.0,Y,213,8,2009,2009.666667,59.66666667,Normal,-93.623631,42.031433,6
527354050,1353,192350,20,RL,10400,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1979,1999,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,903.0,Unf,0.0,1259.0,Ex,Y,SBrkr,1353,0,2,2,TA,1,Attchd,478.0,Y,381,8,2007,2007.666667,8.666666667,Normal,-93.623629,42.031292,6
526351010,1329,172000,20,RL,14267,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,6,1958,1958,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,ALQ,923.0,Unf,0.0,1329.0,TA,Y,SBrkr,1329,0,1,3,Gd,0,Attchd,312.0,Y,429,6,2010,2010.5,52.5,Normal,-93.624539,42.031438,6
908128110,1656,165400,60,RL,6931,Reg,Lvl,Inside,Edwards,1Fam,2Story,7,5,2003,2004,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,746.0,Ex,Y,SBrkr,760,896,2,3,Gd,1,BuiltIn,397.0,Y,306,7,2008,2008.583333,4.583333333,Normal,-93.62454,42.031499,6
