PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageArea,PavedDrive,OurdoorSpace,MoSold,YrSold,YrMoSold,AgeSold,SaleCondition
902202090,1499,140000,50,RM,9000,Reg,Lvl,Corner,OldTown,1Fam,1.5Fin,5,6,1946,1950,None,0,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,904,Ex,Y,FuseA,904,595,1,3,TA,1,Detchd,869,Y,20,6,2008,2008.5,58.5,Normal
909131125,1928,160000,190,RH,7082,Reg,Lvl,Inside,SWISU,2fmCon,2Story,5,8,1916,1995,None,0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,686,Gd,Y,SBrkr,948,980,2,5,TA,0,,0,N,228,7,2006,2006.583333,11.58333333,Normal
909427230,2340,266500,70,RL,9042,Reg,Lvl,Inside,Crawfor,1Fam,2Story,7,9,1941,2006,None,0,Ex,Gd,Stone,TA,Gd,No,GLQ,275,Unf,0,1152,Ex,Y,SBrkr,1188,1152,2,4,Gd,2,Attchd,252,Y,60,5,2010,2010.416667,4.416666667,Normal
909475040,2365,315000,20,RL,17597,Reg,Bnk,Inside,Crawfor,1Fam,1Story,7,9,1971,2009,None,0,Gd,Gd,CBlock,Gd,TA,No,GLQ,803,ALQ,419,1803,TA,Y,SBrkr,2365,0,2,3,Ex,2,Attchd,551,Y,344,7,2009,2009.583333,0.583333333,Normal
533242030,1568,221000,20,FV,7180,IR1,Lvl,Inside,Somerst,1Fam,1Story,8,5,2001,2002,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1568,Ex,Y,SBrkr,1568,0,2,3,Gd,1,Attchd,564,Y,266,9,2006,2006.75,4.75,Normal
528120170,1531,300000,20,RL,10872,IR1,Lvl,Inside,NridgHt,1Fam,1Story,9,5,2006,2006,Stone,122,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037,Unf,0,1504,Ex,Y,SBrkr,1531,0,2,2,Ex,1,Attchd,700,Y,236,2,2009,2009.166667,3.166666667,Normal
902100010,960,103000,30,RM,6978,Reg,Bnk,Inside,OldTown,1Fam,1Story,5,7,1926,1980,None,0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,850,TA,Y,SBrkr,960,0,1,2,TA,0,Detchd,576,Y,116,4,2007,2007.333333,27.33333333,Normal
535179060,1392,166000,20,RL,11900,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,5,1957,1957,BrkFace,387,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,1392,TA,Y,FuseA,1392,0,1,3,TA,2,Attchd,458,Y,192,6,2008,2008.5,51.5,Normal
534276070,1138,145000,80,RL,10482,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,8,1958,1958,BrkFace,63,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,0,588,Ex,Y,SBrkr,1138,0,1,3,TA,0,Attchd,264,Y,224,6,2007,2007.5,49.5,Normal
905452140,1855,136900,50,RL,9525,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,6,4,1954,1972,None,0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,994,Gd,Y,SBrkr,1216,639,2,4,TA,0,Attchd,325,Y,182,10,2006,2006.833333,34.83333333,Normal
528387030,2232,263550,60,RL,11692,IR1,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1993,1994,BrkFace,372,Gd,TA,PConc,Gd,TA,No,GLQ,624,Unf,0,1173,Ex,Y,SBrkr,1215,1017,2,3,Gd,1,Attchd,623,Y,338,10,2009,2009.833333,15.83333333,Normal
534277090,1362,140000,20,RL,9450,IR1,Lvl,Corner,NAmes,1Fam,1Story,4,5,1957,1957,BrkFace,160,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,1040,TA,Y,SBrkr,1362,0,1,3,TA,1,Attchd,768,Y,84,5,2009,2009.416667,52.41666667,Normal
534104100,1812,205000,60,FV,7500,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2002,2002,,,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,952,Ex,Y,SBrkr,952,860,2,3,TA,1,Attchd,469,Y,256,4,2008,2008.333333,6.333333333,Normal
902207220,3493,295000,75,RM,18386,Reg,Lvl,Inside,OldTown,1Fam,2.5Fin,7,9,1880,2002,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,Ex,Y,SBrkr,1675,1818,3,3,Gd,1,Attchd,870,Y,302,5,2008,2008.416667,6.416666667,Normal
902300215,1416,153900,50,RM,12665,IR1,Lvl,Inside,OldTown,1Fam,1.5Fin,5,8,1915,1950,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,Gd,Y,SBrkr,876,540,1,4,TA,1,Detchd,720,Y,612,6,2008,2008.5,58.5,Normal
534176140,1093,158500,20,RL,10738,IR1,Lvl,Corner,NWAmes,1Fam,1Story,6,7,1966,1966,None,0,TA,TA,CBlock,TA,TA,No,ALQ,792,Unf,0,1093,Gd,Y,SBrkr,1093,0,2,3,TA,1,Attchd,484,Y,224,11,2007,2007.916667,41.91666667,Normal
902128160,1072,130000,30,RM,7200,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,8,1940,1950,Stone,279,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,808,Ex,Y,SBrkr,1072,0,1,2,TA,2,Detchd,379,Y,0,5,2007,2007.416667,57.41666667,Normal
527451180,987,96000,160,RM,1680,Reg,Lvl,Inside,BrDale,Twnhs,2Story,6,5,1971,1971,BrkFace,504,TA,TA,CBlock,TA,TA,No,Rec,156,Unf,0,483,TA,Y,SBrkr,483,504,1,2,TA,0,Detchd,264,Y,275,2,2010,2010.166667,39.16666667,Normal
905402070,1383,122000,20,RL,15635,IR1,Lvl,CulDSac,Edwards,1Fam,1Story,4,5,1954,1954,None,0,TA,TA,CBlock,,,,,0,,0,0,TA,Y,SBrkr,1383,0,1,2,TA,0,Attchd,498,Y,200,10,2009,2009.833333,55.83333333,Normal
916382110,1641,316500,20,RL,14463,IR1,HLS,Corner,Timber,1Fam,1Story,9,5,2008,2008,BrkFace,406,Ex,TA,PConc,Ex,TA,Gd,GLQ,1115,Unf,0,1641,Ex,Y,SBrkr,1641,0,2,3,Ex,0,Attchd,885,Y,95,1,2009,2009.083333,1.083333333,Normal
534176060,1381,197500,20,RL,9360,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,7,1972,2006,None,0,TA,TA,CBlock,TA,TA,No,ALQ,982,Unf,0,1161,TA,Y,SBrkr,1381,0,1,3,Gd,1,Attchd,676,Y,0,3,2010,2010.25,4.25,Normal
527302110,2073,210000,20,RL,13175,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,6,1978,1988,Stone,119,TA,TA,CBlock,Gd,TA,No,ALQ,790,Rec,163,1542,TA,Y,SBrkr,2073,0,2,3,TA,2,Attchd,500,Y,349,2,2010,2010.166667,22.16666667,Normal
909425270,1740,219500,70,RL,13125,Reg,Lvl,Inside,Crawfor,1Fam,2Story,7,6,1940,1984,None,0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,0,800,TA,Y,SBrkr,960,780,1,3,TA,2,Attchd,240,Y,0,7,2007,2007.583333,23.58333333,Normal
527404050,914,133000,20,RL,7920,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1970,2002,BrkFace,32,TA,TA,CBlock,TA,TA,No,ALQ,81,GLQ,619,914,Ex,Y,SBrkr,914,0,1,3,Ex,0,Attchd,368,Y,120,10,2007,2007.833333,5.833333333,Normal
905480150,1096,79000,50,RL,9600,Reg,Lvl,Corner,Edwards,1Fam,1.5Fin,6,5,1924,1950,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,572,Fa,N,FuseF,572,524,1,2,TA,0,,0,N,136,4,2008,2008.333333,58.33333333,Normal
903231090,1409,126000,50,RM,6240,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,5,1938,1950,None,0,TA,TA,BrkTil,TA,TA,No,LwQ,52,Unf,0,861,Gd,Y,SBrkr,861,548,1,3,TA,1,Detchd,528,Y,309,3,2007,2007.25,57.25,Normal
531375120,1114,155000,20,RL,13695,Reg,Lvl,Inside,SawyerW,1Fam,1Story,6,5,2003,2004,None,0,TA,TA,PConc,Gd,TA,No,GLQ,814,Unf,0,1114,Ex,Y,SBrkr,1114,0,1,3,Gd,0,Detchd,576,Y,78,7,2008,2008.583333,4.583333333,Normal
906201021,1061,162000,80,RL,10778,IR1,Lvl,Inside,SawyerW,1Fam,SLvl,7,6,1990,1991,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,460,ALQ,286,1054,Gd,Y,SBrkr,1061,0,1,1,Gd,0,Attchd,462,Y,150,7,2009,2009.583333,18.58333333,Normal
531371070,1696,188000,60,RL,10110,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,5,2003,2003,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,80,ALQ,555,835,Ex,Y,SBrkr,835,861,2,3,Gd,0,Attchd,542,Y,209,7,2008,2008.583333,5.583333333,Normal
528390100,2448,402000,60,RL,46589,IR2,Lvl,CulDSac,NoRidge,1Fam,2Story,8,7,1994,2005,BrkFace,528,Gd,TA,PConc,Gd,Gd,No,GLQ,1361,Rec,180,1629,Ex,Y,SBrkr,1686,762,2,4,Gd,1,Attchd,711,Y,593,7,2009,2009.583333,4.583333333,Normal
906200230,1822,228500,50,RL,23920,Reg,Lvl,Inside,SawyerW,1Fam,1.5Fin,6,5,1984,1984,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1105,Ex,Y,SBrkr,1105,717,2,4,Gd,1,Attchd,515,P,1207,4,2007,2007.333333,23.33333333,Normal
907420040,1396,170000,60,RL,11069,Reg,Lvl,Corner,CollgCr,1Fam,2Story,6,5,2007,2007,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,608,Ex,Y,SBrkr,608,788,2,3,Gd,1,BuiltIn,440,Y,136,7,2009,2009.583333,2.583333333,Normal
916402215,1256,180000,20,RL,18265,Reg,Lvl,Corner,Timber,1Fam,1Story,6,5,1986,1986,BrkFace,228,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,920,Rec,60,1256,Ex,Y,SBrkr,1256,0,2,3,Gd,1,Attchd,578,Y,282,3,2008,2008.25,22.25,Normal
907200290,1392,161750,60,RL,10900,IR1,Lvl,FR2,CollgCr,1Fam,2Story,6,7,1977,1977,BrkFace,153,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,689,Ex,Y,SBrkr,689,703,1,3,TA,0,Attchd,299,Y,36,3,2010,2010.25,33.25,Normal
908225180,936,97900,50,RL,6956,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,4,7,1948,1950,None,0,TA,Gd,CBlock,Fa,TA,Mn,Unf,0,Unf,0,624,Ex,Y,SBrkr,624,312,1,3,TA,0,Attchd,265,Y,0,4,2006,2006.333333,56.33333333,Normal
906380050,1768,212000,60,RL,10769,IR1,Lvl,Inside,CollgCr,1Fam,2Story,8,5,2007,2007,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,866,Ex,Y,SBrkr,866,902,2,3,Gd,0,Attchd,578,Y,249,4,2009,2009.333333,2.333333333,Normal
535450190,924,122900,50,RL,8064,Reg,Lvl,Corner,NAmes,1Fam,1.5Fin,5,7,1949,2006,None,0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,Ex,Y,SBrkr,672,252,1,3,TA,1,Detchd,576,Y,0,7,2007,2007.583333,1.583333333,Normal
528315030,2392,348000,60,RL,9452,Reg,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1997,1998,BrkFace,423,Gd,TA,PConc,Gd,TA,No,GLQ,1074,Unf,0,1396,Ex,Y,SBrkr,1407,985,2,3,Gd,1,Attchd,870,Y,70,6,2006,2006.5,8.5,Normal
535103070,1246,172000,80,RL,12700,IR1,Lvl,Inside,NAmes,1Fam,SLvl,6,5,1964,1964,None,0,TA,TA,CBlock,TA,TA,No,ALQ,939,Unf,0,1246,TA,Y,SBrkr,1246,0,1,3,TA,2,Attchd,441,Y,69,11,2006,2006.916667,42.91666667,Normal
905202090,1067,128000,20,RL,9600,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,7,1950,1995,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,1067,TA,Y,SBrkr,1067,0,2,2,Gd,0,Attchd,436,Y,290,2,2010,2010.166667,15.16666667,Normal
907192090,1573,227000,20,RL,9808,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2002,2002,BrkFace,110,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,1573,Ex,Y,SBrkr,1573,0,2,3,Gd,0,Attchd,544,Y,72,3,2009,2009.25,7.25,Normal
527158090,1694,160000,80,RL,10147,IR1,Lvl,CulDSac,Gilbert,1Fam,SLvl,6,5,1994,1994,BrkFace,32,TA,TA,PConc,Gd,TA,No,LwQ,186,Unf,0,392,Gd,Y,SBrkr,924,770,2,3,TA,1,BuiltIn,398,Y,320,3,2007,2007.25,13.25,Normal
916326040,1328,170000,20,RL,16905,Reg,Lvl,Inside,Timber,1Fam,1Story,5,6,1959,1959,None,0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,0,1350,Gd,Y,SBrkr,1328,0,1,2,TA,2,Attchd,308,P,104,7,2007,2007.583333,48.58333333,Normal
534403040,1302,158000,80,RL,9350,Reg,Lvl,Inside,NAmes,1Fam,SLvl,6,7,1964,1991,BrkFace,108,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,1302,Ex,Y,SBrkr,1302,0,2,3,Gd,0,Attchd,309,Y,333,10,2007,2007.833333,16.83333333,Normal
528220040,1490,167800,60,RL,8918,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2005,2006,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,745,Ex,Y,SBrkr,745,745,2,3,Gd,1,Attchd,392,Y,56,7,2009,2009.583333,3.583333333,Normal
907201280,914,134900,20,RL,6950,IR1,Lvl,Inside,CollgCr,1Fam,1Story,5,7,1979,1979,BrkFace,40,TA,TA,CBlock,TA,TA,No,ALQ,710,BLQ,72,914,TA,Y,SBrkr,914,0,1,2,TA,0,Attchd,444,Y,0,10,2009,2009.833333,30.83333333,Normal
528235180,1166,190000,80,RL,9587,IR1,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,2005,2005,Stone,182,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,856,Ex,Y,SBrkr,1166,0,2,2,Gd,0,Attchd,400,Y,212,7,2008,2008.583333,3.583333333,Normal
528231050,1838,192140,60,RL,21930,IR3,Lvl,Inside,Gilbert,1Fam,2Story,5,5,2005,2005,None,0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,732,Ex,Y,SBrkr,734,1104,2,4,TA,1,BuiltIn,372,Y,140,7,2006,2006.583333,1.583333333,Normal
907425010,848,149300,120,RM,4426,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,BrkFace,147,Gd,TA,PConc,Gd,TA,Av,GLQ,697,Unf,0,848,Ex,Y,SBrkr,848,0,1,1,Gd,1,Attchd,420,Y,149,5,2008,2008.416667,4.416666667,Normal
905103180,934,132000,80,RL,10366,IR1,Lvl,Corner,Sawyer,1Fam,SLvl,6,7,1964,1964,None,0,TA,Gd,CBlock,TA,TA,Av,GLQ,456,Unf,0,912,TA,Y,SBrkr,934,0,1,2,TA,0,Attchd,336,Y,77,7,2006,2006.583333,42.58333333,Normal
528228450,1504,181000,120,RL,3182,Reg,Lvl,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,2006,BrkFace,16,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1346,Ex,Y,SBrkr,1504,0,2,1,Gd,1,Attchd,457,Y,156,5,2009,2009.416667,3.416666667,Normal
906380030,1615,248500,20,RL,9345,IR1,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2007,2007,Stone,156,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1615,Ex,Y,SBrkr,1615,0,2,3,Gd,1,Attchd,864,Y,198,5,2008,2008.416667,1.416666667,Normal
528445060,1595,221500,20,RL,8987,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,5,2005,2006,BrkFace,226,Gd,TA,PConc,Gd,TA,,Unf,0,Unf,0,1595,Ex,Y,SBrkr,1595,0,2,2,Gd,1,Attchd,880,Y,144,5,2010,2010.416667,4.416666667,Normal
909252110,1680,177000,70,RL,15576,Reg,Lvl,Inside,Crawfor,1Fam,2Story,6,7,1915,1976,None,0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,840,Ex,Y,SBrkr,840,840,2,4,TA,0,Attchd,308,Y,160,3,2008,2008.25,32.25,Normal
909179020,3082,197000,75,RL,15863,Reg,Lvl,Corner,SWISU,1Fam,2.5Fin,7,3,1920,1970,None,0,TA,TA,BrkTil,TA,TA,No,GLQ,523,Unf,0,824,Ex,Y,SBrkr,1687,998,2,5,TA,2,Basment,672,Y,199,8,2009,2009.666667,39.66666667,Normal
907230240,1320,137000,160,RH,3612,IR1,Lvl,Inside,Landmrk,Twnhs,2Story,6,5,1993,1994,None,0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,630,Ex,Y,SBrkr,630,690,2,3,TA,0,Detchd,484,Y,48,6,2006,2006.5,12.5,Normal
909251050,1232,147500,30,RL,8574,Reg,Lvl,Inside,Crawfor,1Fam,1Story,6,8,1916,2000,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,816,Ex,Y,SBrkr,1232,0,1,3,Gd,1,Detchd,440,Y,180,10,2009,2009.833333,9.833333333,Normal
903231010,1539,141500,50,RM,6120,Reg,Lvl,Corner,BrkSide,1Fam,1.5Fin,5,6,1936,1950,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,927,TA,Y,SBrkr,1067,472,1,3,TA,0,Detchd,576,Y,112,4,2009,2009.333333,59.33333333,Normal
528142090,1836,280000,20,RL,11362,IR1,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2004,2005,Stone,42,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039,Unf,0,1836,Ex,Y,SBrkr,1836,0,2,3,Gd,1,Attchd,862,Y,310,3,2009,2009.25,4.25,Normal
907200280,1026,150000,20,RL,15240,IR1,Lvl,FR2,CollgCr,1Fam,1Story,5,8,1977,2004,None,0,Gd,Gd,CBlock,Gd,TA,No,GLQ,198,Rec,688,1026,Ex,Y,SBrkr,1026,0,1,3,TA,0,Attchd,308,Y,401,6,2010,2010.5,6.5,Normal
528477040,1768,226700,60,FV,9803,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2005,2005,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,0,866,Gd,Y,SBrkr,866,902,2,3,Gd,0,Attchd,603,Y,108,2,2008,2008.166667,3.166666667,Normal
903206070,1738,153000,50,RL,7010,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,5,1935,1950,None,0,TA,TA,BrkTil,TA,TA,No,Rec,175,Unf,0,1024,TA,Y,SBrkr,1144,594,2,3,TA,1,Detchd,240,P,30,7,2008,2008.583333,58.58333333,Normal
909428190,1640,224000,20,RL,14778,IR1,Low,CulDSac,Crawfor,1Fam,1Story,6,7,1954,2006,BrkFace,72,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,1296,Ex,Y,SBrkr,1640,0,1,3,Gd,1,Detchd,924,Y,324,11,2008,2008.916667,2.916666667,Normal
528112040,1736,360000,20,RL,11578,Reg,Lvl,Inside,NridgHt,1Fam,1Story,9,5,2008,2008,Stone,302,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1736,Ex,Y,SBrkr,1736,0,2,3,Ex,1,Attchd,834,Y,409,7,2009,2009.583333,1.583333333,Normal
528142040,2224,350000,60,RL,8834,Reg,Lvl,Inside,NridgHt,1Fam,2Story,9,5,2004,2005,Stone,216,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,1462,Ex,Y,SBrkr,1462,762,2,4,Ex,1,Attchd,738,Y,184,6,2009,2009.5,4.5,Normal
902106060,2372,107500,70,RM,6600,Reg,Lvl,Corner,OldTown,1Fam,2Story,5,4,1892,1965,None,0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,TA,N,SBrkr,1378,994,2,4,TA,0,Attchd,432,Y,287,12,2009,2010,45,Normal
527375100,1621,213000,20,RL,9373,IR1,Lvl,CulDSac,NWAmes,1Fam,1Story,5,7,1975,1975,BrkFace,161,TA,TA,CBlock,Gd,TA,Av,ALQ,1333,LwQ,168,1621,TA,Y,SBrkr,1621,0,2,3,TA,2,Attchd,478,Y,490,6,2009,2009.5,34.5,Normal
527105070,1608,189500,60,RL,10179,IR1,Lvl,Corner,Gilbert,1Fam,2Story,6,5,1997,1997,None,0,TA,TA,PConc,Gd,TA,No,ALQ,847,Unf,0,945,Ex,Y,SBrkr,945,663,2,3,TA,1,Attchd,470,Y,282,7,2009,2009.583333,12.58333333,Normal
909277090,1273,155000,20,RL,14680,IR1,HLS,Inside,Crawfor,1Fam,1Story,5,4,1960,1960,None,0,TA,TA,CBlock,TA,TA,No,Rec,793,Unf,0,1273,Ex,Y,SBrkr,1273,0,1,2,TA,0,Attchd,307,Y,598,6,2009,2009.5,49.5,Normal
527110130,1384,161500,80,RL,8872,IR1,HLS,Inside,Gilbert,1Fam,SLvl,6,5,1997,1997,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,Gd,Y,SBrkr,754,630,2,3,TA,1,BuiltIn,390,Y,0,3,2007,2007.25,10.25,Normal
527375210,1193,158000,20,RL,11050,IR1,Lvl,Corner,NWAmes,1Fam,1Story,7,5,1975,1975,None,0,TA,TA,CBlock,TA,TA,No,ALQ,636,Unf,0,1176,Fa,Y,SBrkr,1193,0,2,3,TA,1,Attchd,506,Y,40,8,2009,2009.666667,34.66666667,Normal
533215030,1310,285000,120,FV,4538,IR1,Lvl,Inside,Somerst,TwnhsE,1Story,9,5,2001,2001,BrkFace,179,Gd,TA,PConc,Ex,TA,Av,GLQ,1004,Unf,0,1310,Ex,Y,SBrkr,1310,0,1,1,Gd,1,Attchd,545,Y,322,7,2008,2008.583333,7.583333333,Normal
906378100,1694,245350,20,RL,10475,IR1,Lvl,Corner,CollgCr,1Fam,1Story,8,5,2008,2008,Stone,72,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,Ex,Y,SBrkr,1694,0,2,3,Gd,0,Attchd,776,Y,193,2,2010,2010.166667,2.166666667,Normal
527325090,1930,192000,60,RL,11339,IR1,Lvl,Inside,NWAmes,1Fam,2Story,7,5,1979,1979,BrkFace,549,TA,TA,CBlock,Gd,TA,No,ALQ,758,Unf,0,780,TA,Y,SBrkr,1085,845,2,4,Gd,1,Attchd,481,Y,264,3,2007,2007.25,28.25,Normal
526301100,1656,215000,20,RL,31770,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,5,1960,1960,Stone,112,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,Unf,0,1080,Fa,Y,SBrkr,1656,0,1,3,TA,2,Attchd,528,P,272,5,2010,2010.416667,50.41666667,Normal
535178060,1196,139000,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1956,1956,BrkFace,74,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,1196,Gd,Y,FuseA,1196,0,1,2,TA,1,Attchd,297,Y,44,5,2008,2008.416667,52.41666667,Normal
903430090,1635,117000,50,RM,5310,Reg,Lvl,Corner,OldTown,1Fam,1.5Fin,6,8,1910,2003,None,0,TA,Gd,CBlock,TA,Fa,No,Unf,0,Unf,0,485,Gd,Y,SBrkr,1001,634,1,2,Gd,0,Attchd,255,Y,394,6,2006,2006.5,3.5,Normal
534402140,1154,154000,20,RL,11000,IR1,Lvl,CulDSac,NAmes,1Fam,1Story,5,6,1966,1966,BrkFace,200,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,230,1154,Ex,Y,SBrkr,1154,0,1,3,TA,1,Attchd,480,Y,58,11,2009,2009.916667,43.91666667,Normal
908225240,948,111000,20,RL,10215,Reg,Bnk,Inside,Edwards,1Fam,1Story,4,5,1954,1954,BrkFace,132,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,0,864,Ex,Y,SBrkr,948,0,1,3,TA,0,Attchd,248,Y,0,2,2007,2007.166667,53.16666667,Normal
534451110,1203,110000,50,RL,7015,IR1,Bnk,Corner,BrkSide,1Fam,1.5Fin,5,4,1950,1950,BrkCmn,161,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,0,709,TA,Y,SBrkr,979,224,1,3,Gd,1,Detchd,352,Y,248,7,2009,2009.583333,59.58333333,Normal
914467040,1916,254900,60,RL,11050,Reg,Lvl,Inside,Mitchel,1Fam,2Story,8,5,1998,1999,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,615,Unf,0,1049,Ex,Y,SBrkr,1036,880,2,3,Gd,1,Attchd,741,Y,70,5,2010,2010.416667,11.41666667,Normal
527451110,1365,125000,160,RM,2368,Reg,Lvl,Inside,BrDale,TwnhsE,2Story,5,6,1970,1970,None,312,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,765,TA,Y,SBrkr,765,600,1,3,TA,0,Attchd,440,Y,36,5,2009,2009.416667,39.41666667,Normal
907262020,1729,200000,60,RL,8158,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2002,2002,BrkFace,214,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,Ex,Y,SBrkr,860,869,2,3,Gd,0,Attchd,542,Y,449,8,2007,2007.666667,5.666666667,Normal
527376110,1664,162900,60,RL,10140,Reg,Lvl,Inside,NWAmes,1Fam,2Story,7,5,1976,1976,None,0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,832,TA,Y,SBrkr,832,832,2,4,TA,1,Attchd,528,Y,287,3,2006,2006.25,30.25,Normal
904301375,904,61000,30,RL,10020,IR1,Low,Inside,Edwards,1Fam,1Story,1,1,1922,1950,None,0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,683,Gd,N,FuseA,904,0,0,1,Fa,0,,0,Y,0,3,2009,2009.25,59.25,Normal
905352070,1524,245000,20,RL,20270,IR1,Lvl,CulDSac,ClearCr,1Fam,1Story,7,6,1979,1979,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,599,Unf,0,1524,TA,Y,SBrkr,1524,0,2,3,TA,2,Attchd,478,Y,140,4,2008,2008.333333,29.33333333,Normal
527145090,1280,180000,120,RL,5070,IR1,HLS,Inside,StoneBr,TwnhsE,1Story,8,5,1992,1992,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1280,Ex,Y,SBrkr,1280,0,2,2,Gd,0,Attchd,506,Y,226,8,2008,2008.666667,16.66666667,Normal
