,GrLivArea,MSZoning,LotFrontage,LotArea,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SaleCondition,price_sfgr,price_sf,perc_1stflr,house_footprint,house_ga_footprint,RoomSize,QualXSF,CondXSF,BsmtGLQSF,BsmtALQSF,BsmtBLQSF,BsmtRecSF,BsmtLwQSF,Bsmt_Y,OutdoorSpace,AgeSold,gaudist_LincolnGrand,gaudist_GreekCircle,gaudist_OntarioND,gaudist_Stange13,gaudist_Grand13,gaudist_Grand24,gaudist_BloomStange,gaudist_IC3069
1119,2264,RM,47.0,7755,Inside,1Fam,2Story,6,8,None,0.0,TA,Gd,CBlock,TA,TA,No,1100.0,1100.0,Ex,1100,1164,0,0.0,0.0,2,1,4,1,TA,8,0,1.0,408.0,Normal,88.33922261484099,59.45303210463734,0.4858657243816254,0.1418439716312056,0.194455190199871,283.0,13584,18112,0.0,0.0,0.0,0.0,0.0,1,152,12,0.8848091659467043,0.4491831365785066,0.018924007671373068,0.48456629658113826,0.9649302594566599,0.6095364528534747,0.12304988153841576,0.04882210137661521
1120,858,RL,50.0,7207,Inside,1Fam,1Story,5,7,None,0.0,TA,Gd,CBlock,TA,TA,Gd,162.0,858.0,Gd,858,0,0,1.0,0.0,1,0,2,1,TA,4,0,0.0,0.0,Normal,135.78088578088577,67.89044289044288,1.0,0.119050922714028,0.119050922714028,214.5,4290,6006,0.0,0.0,696.0,0.0,0.0,1,117,2,0.6559890043794686,0.4967633136836739,0.056364161282426155,0.751694593326298,0.9101463190411513,0.7237344070889272,0.29310999517509173,0.01635425875685269
1121,1889,RL,68.0,8658,Inside,1Fam,2Story,6,5,None,0.0,TA,TA,PConc,Gd,TA,No,250.0,982.0,Ex,1008,881,0,0.0,0.0,2,1,3,1,TA,9,1,2.0,431.0,Normal,113.81683430386448,74.88679902473005,0.5336156696664902,0.1164241164241164,0.1662046662046662,209.88888888888889,11334,9445,0.0,732.0,0.0,0.0,0.0,1,0,6,0.036943358532345254,0.04536643007017433,0.06552527307709845,0.3172489706137661,0.1627853528035913,0.3917318920232469,0.9853838100705322,3.711601491484882e-05
1122,1488,RL,87.0,21579,CulDSac,1Fam,1Story,6,6,None,0.0,TA,TA,PConc,Gd,TA,No,675.0,1488.0,Ex,1488,0,0,0.0,1.0,2,0,3,1,TA,7,2,2.0,552.0,Normal,144.48924731182797,72.24462365591398,1.0,0.068955929375782,0.0945363547893785,212.57142857142856,8928,8928,0.0,0.0,813.0,0.0,0.0,1,216,39,0.43919568166148026,0.8469929024660346,0.06560833033878632,0.2987537135658072,0.18925320213270808,0.04895092337772033,0.014033289695943191,0.15546078003372132
1123,1694,RL,75.0,10084,Inside,1Fam,1Story,8,5,Stone,186.0,Gd,TA,PConc,Ex,TA,Av,317.0,1686.0,Ex,1694,0,0,1.0,0.0,2,0,3,1,Gd,7,1,2.0,636.0,Normal,181.2278630460449,90.82840236686393,1.0,0.1679888932963109,0.2310591035303451,242.0,13552,8470,1369.0,0.0,0.0,0.0,0.0,1,312,2,0.08574738130938724,0.10208487287309981,0.09251622743859537,0.5027828141884482,0.2888199795322324,0.5372002153262145,0.9630747144876957,0.00017566168482565568
1124,2283,RL,92.0,11792,Inside,1Fam,2Story,8,5,BrkFace,188.0,Gd,TA,PConc,Gd,TA,Gd,158.0,1008.0,Ex,1008,1275,0,0.0,0.0,2,1,4,1,Gd,9,1,3.0,632.0,Normal,118.26544021024966,82.04193254329991,0.4415243101182654,0.0854816824966078,0.1390773405698779,253.66666666666663,18264,11415,850.0,0.0,0.0,0.0,0.0,1,166,6,0.019910190242908982,0.01975441536021484,0.029597694887862517,0.1846560944460184,0.11090205443299102,0.3342677237138194,0.8768505569829577,1.1881348763590463e-05
1125,1494,RL,79.0,9236,Inside,1Fam,1Story,6,5,None,0.0,TA,Gd,PConc,Gd,TA,Gd,279.0,1479.0,Ex,1494,0,0,1.0,0.0,2,0,3,1,Gd,6,0,2.0,576.0,Normal,145.24765729585008,72.99024554322233,1.0,0.1617583369423993,0.2241229969683845,249.0,8964,7470,1200.0,0.0,0.0,0.0,0.0,1,195,9,0.0021398724239620093,0.058235008593182085,0.4557313357393887,0.038253735530191166,0.0013040718743762946,0.00046803483929854585,0.0032520110430239056,0.00010135227083424521
1126,865,RL,62.0,10042,Corner,1Fam,1.5Fin,6,8,None,0.0,TA,TA,BrkTil,TA,TA,No,238.0,660.0,TA,740,125,0,1.0,0.0,1,0,2,1,TA,4,1,1.0,216.0,Normal,125.43352601156067,71.14754098360656,0.8554913294797688,0.0736904999004182,0.0952001593308106,216.25,5190,6920,0.0,278.0,0.0,0.0,144.0,1,84,12,0.15050352869665787,0.705736704044204,0.4662259448682376,0.5031588672131931,0.10669878213010027,0.04441559885647561,0.05733138164933551,0.01004260070519003
1127,1340,RL,60.0,9060,Inside,1Fam,1Story,5,6,BrkFace,98.0,TA,TA,PConc,,,,0.0,0.0,Ex,1340,0,0,0.0,0.0,1,0,3,1,TA,7,1,1.0,252.0,Normal,89.55223880597015,89.55223880597015,1.0,0.1479028697571744,0.1757174392935982,191.42857142857144,6700,8040,0.0,0.0,0.0,0.0,0.0,0,296,1,0.17789983592176617,0.7470503359811291,0.46287462308779165,0.5775283283771818,0.13498685428082746,0.05998581625762585,0.07446351866090203,0.010416679051778722
1128,1464,RL,73.0,8814,Inside,1Fam,2Story,5,6,None,0.0,TA,TA,CBlock,TA,TA,No,0.0,732.0,Ex,732,732,0,0.0,0.0,1,1,4,1,TA,7,0,2.0,470.0,Normal,96.31147540983606,64.20765027322405,0.5,0.0830496936691626,0.1363739505332425,209.14285714285717,7320,8784,0.0,0.0,0.0,0.0,732.0,1,40,40,0.31210471677289947,0.18071652819251907,0.030618912351803255,0.5295353646598349,0.7304196548604736,0.959404400633374,0.5309915736820383,0.002231750901214387
1129,1971,RL,75.0,9675,Inside,1Fam,2Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,Mn,772.0,1113.0,Ex,1113,858,0,0.0,0.0,2,1,3,1,Gd,8,1,2.0,689.0,Normal,128.36123795027905,82.03631647211414,0.5646879756468798,0.1150387596899224,0.1862532299741602,246.375,13797,9855,341.0,0.0,0.0,0.0,0.0,1,48,4,0.08411192468813636,0.09997544258168818,0.09142809338567556,0.4971008228820201,0.2854198514192455,0.5346660657762466,0.9650074725236313,0.000169131337482438
1130,1481,RL,65.0,8125,Inside,1Fam,2Story,6,5,None,0.0,TA,TA,PConc,Gd,TA,No,702.0,702.0,Gd,702,779,0,0.0,0.0,2,1,3,1,TA,6,1,2.0,343.0,Normal,117.4881836596894,79.70682546953734,0.4740040513166779,0.0864,0.1286153846153846,246.83333333333331,8886,7405,0.0,0.0,0.0,0.0,0.0,1,36,14,0.05164232379117335,0.045835074051603406,0.03892960235121348,0.305816954796002,0.2230629519458847,0.5269337972995853,0.9198636648930498,6.260970713342583e-05
1131,1374,RL,72.0,9260,Inside,1Fam,1.5Fin,5,4,None,0.0,TA,TA,BrkTil,TA,TA,No,884.0,884.0,TA,932,442,0,0.0,0.0,1,0,3,1,TA,6,0,1.0,225.0,Normal,80.05822416302766,48.71567759078831,0.6783114992721979,0.1006479481641468,0.1249460043196544,229.0,6870,5496,0.0,0.0,0.0,0.0,0.0,1,64,58,0.6236812864491932,0.9793597856059345,0.09654656072134339,0.5423568441821773,0.38443443036506875,0.14021776182934304,0.048654427303863226,0.09472916395004714
1132,1425,RL,100.0,10175,Inside,1Fam,1Story,6,5,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,935.0,1425.0,Gd,1425,0,0,0.0,0.0,2,0,3,1,TA,7,1,2.0,576.0,Normal,126.66666666666669,63.333333333333336,1.0,0.14004914004914,0.1966584766584766,203.57142857142856,8550,7125,0.0,0.0,490.0,0.0,0.0,1,407,44,0.4617026766980703,0.3346021818252481,0.053793889641380876,0.714089709605989,0.8368247592718369,0.8598777040568242,0.45075416321744755,0.0058465581680551765
1133,848,RM,35.0,4435,Inside,TwnhsE,1Story,6,5,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,163.0,848.0,Ex,848,0,0,1.0,0.0,1,0,1,1,Gd,4,0,2.0,420.0,Normal,165.0943396226415,82.54716981132076,1.0,0.191206313416009,0.2859075535512965,212.0,5088,4240,685.0,0.0,0.0,0.0,0.0,1,140,6,0.011095963328296574,0.1721790675858158,0.48869561634812203,0.09629751468704892,0.006144211195307744,0.0020136388615610338,0.006934442395922262,0.0008534303153200847
1134,2329,RL,86.0,11839,Inside,1Fam,2Story,7,5,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,390.0,1475.0,Ex,1532,797,0,1.0,0.0,2,1,4,1,Gd,10,1,2.0,514.0,Normal,112.61485616144267,68.9484752891693,0.6577930442249893,0.1294028211842216,0.1728186502238364,232.9,16303,11645,1085.0,0.0,0.0,0.0,0.0,1,313,18,0.007932660816238906,0.11455366231278483,0.9605110295162911,0.17241958269808397,0.009455237320778914,0.006464677479068882,0.04941595641855649,8.541940262551766e-05
1135,1266,RL,50.0,8012,Inside,TwnhsE,2Story,6,5,None,0.0,TA,TA,CBlock,TA,TA,No,630.0,630.0,Ex,630,636,0,0.0,0.0,1,1,2,1,TA,5,2,1.0,283.0,Normal,101.10584518167455,67.51054852320675,0.4976303317535545,0.0786320519221168,0.113954068896655,253.2,7596,6330,0.0,0.0,0.0,0.0,0.0,1,340,27,0.004323165318424357,0.07193291744453713,0.9326801118107573,0.1310050985420273,0.0059262164805094514,0.004632039551261657,0.048215665104117206,3.0482630429129623e-05
1136,1370,RL,44.0,6442,Inside,TwnhsE,1Story,8,5,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,1346.0,1370.0,Ex,1370,0,0,0.0,0.0,2,0,2,1,Gd,6,1,2.0,484.0,Normal,147.8102189781022,73.9051094890511,1.0,0.2126668736417261,0.2877988202421608,228.33333333333331,10960,6850,24.0,0.0,0.0,0.0,0.0,1,169,1,0.026004930766943504,0.04516631883794522,0.10957640940181279,0.3189911755646461,0.11347515795652978,0.27035806788391553,0.9696247393095515,2.317572313024303e-05
1137,912,RL,70.0,10150,Inside,1Fam,1Story,5,5,None,1.0,TA,TA,CBlock,TA,TA,No,456.0,912.0,Ex,912,0,0,0.0,0.0,1,0,2,1,TA,5,0,1.0,275.0,Normal,125.54824561403508,62.77412280701754,1.0,0.0898522167487684,0.1169458128078817,182.4,4560,4560,0.0,0.0,0.0,456.0,0.0,1,0,49,0.3214144219879209,0.10660563727974978,0.00758785757010784,0.29891817065115966,0.7476976131466104,0.9774453486078019,0.29844614486336823,0.0029483551654338074
1138,1694,FV,114.0,8314,Corner,1Fam,2Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,No,569.0,569.0,Ex,854,840,0,0.0,0.0,2,1,3,1,Gd,6,1,1.0,434.0,Normal,118.0637544273908,88.37825894829872,0.5041322314049587,0.1027183064710127,0.1549194130382487,282.3333333333333,11858,8470,0.0,0.0,0.0,0.0,0.0,1,382,8,0.16436194334150897,0.23585220903641255,0.17061096003076617,0.76692569661815,0.39826146060691847,0.5399508279704822,0.8100793051466705,0.000734061293197763
1139,1074,RL,74.0,7450,Inside,1Fam,1Story,5,5,None,0.0,TA,TA,CBlock,TA,TA,No,250.0,894.0,Gd,1074,0,0,0.0,0.0,1,0,2,1,Gd,6,1,2.0,396.0,Normal,115.4562383612663,63.00813008130081,1.0,0.1441610738255033,0.1973154362416107,179.0,5370,5370,0.0,0.0,0.0,438.0,206.0,1,72,51,0.44187994086369664,0.2016073917116643,0.018207315392446858,0.4675028240191041,0.8738542367059294,0.9770532519863951,0.34712982298082057,0.005413039481275071
1140,1655,RL,75.0,10000,Corner,1Fam,2Story,6,5,None,0.0,TA,TA,PConc,Gd,TA,No,763.0,763.0,Gd,763,892,0,0.0,0.0,2,1,3,1,TA,7,1,2.0,440.0,Normal,106.28398791540783,72.7460711331679,0.4610271903323263,0.0763,0.1203,236.42857142857144,9930,8275,0.0,0.0,0.0,0.0,0.0,1,241,16,0.04907479873298875,0.04370558520150258,0.03821227927898077,0.29749142045394583,0.2152242829441969,0.5158901054168248,0.9196509471364384,5.710285393968985e-05
1141,1792,RL,80.0,12435,Inside,1Fam,2Story,7,5,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,602.0,963.0,Ex,963,829,0,0.0,0.0,2,1,3,1,Gd,7,1,2.0,564.0,Normal,129.18526785714286,84.02903811252268,0.5373883928571429,0.0774427020506634,0.1227985524728588,256.0,12544,8960,361.0,0.0,0.0,0.0,0.0,1,341,7,0.0034040088778828064,0.08012999774217147,0.4242722756709907,0.04535593398315436,0.0018630776342816603,0.0006033408271091172,0.003182777776823009,0.00022664857578852144
1142,1779,RL,72.0,13426,Corner,1Fam,2Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,Mn,57.0,951.0,Ex,951,828,0,1.0,0.0,2,1,3,1,Gd,7,1,2.0,586.0,Normal,121.9786396852164,79.48717948717949,0.5345699831365935,0.0708327126471026,0.1144793683896916,254.14285714285717,12453,8895,894.0,0.0,0.0,0.0,0.0,1,315,6,0.0035857340542534057,0.08255453731569577,0.49102194265803967,0.05289331713086032,0.002161648953895059,0.000768034601936378,0.00441826413134171,0.00018737237703635677
1143,1426,RL,75.0,7950,Corner,1Fam,2Story,6,6,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,155.0,690.0,TA,698,728,0,0.0,0.0,1,1,3,1,TA,6,0,2.0,440.0,Normal,111.85133239831696,75.37807183364839,0.4894810659186536,0.0877987421383647,0.1431446540880503,237.66666666666663,8556,8556,0.0,0.0,535.0,0.0,0.0,1,252,32,0.02637260949375771,0.28979652572847164,0.578782810062429,0.18410756181903704,0.01639170316925259,0.006005180242412382,0.016389035395450707,0.0017350323115759353
1144,2772,RL,110.0,14257,Inside,1Fam,2Story,9,5,Stone,726.0,Ex,TA,PConc,Ex,TA,No,416.0,1776.0,Ex,1794,978,0,1.0,0.0,3,1,4,1,Ex,10,3,3.0,754.0,Normal,166.66666666666666,101.58311345646436,0.6471861471861472,0.1258329241775969,0.1787192256435435,277.2,24948,13860,1360.0,0.0,0.0,0.0,0.0,1,199,2,0.0068028143677794995,0.016309098232089432,0.09605035680770627,0.1628615158791654,0.03814695233457888,0.1155322584873749,0.7747196130889021,2.7567841978180866e-06
1145,1556,RL,78.0,11700,Inside,1Fam,2Story,6,6,None,0.0,TA,TA,CBlock,TA,TA,No,429.0,727.0,Ex,829,727,0,0.0,0.0,1,1,4,1,TA,8,0,2.0,441.0,Normal,98.97172236503856,67.455102934735,0.5327763496143959,0.0708547008547008,0.1085470085470085,194.5,9336,9336,0.0,0.0,0.0,298.0,0.0,1,0,41,0.2069173327774932,0.18987400116234246,0.07578566720946321,0.6484510858189753,0.532491743915214,0.76547343584326,0.7673636487898645,0.0009527540152781367
1146,2794,RL,174.0,15138,Inside,1Fam,2Story,8,5,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,773.0,1462.0,Ex,1490,1304,0,1.0,0.0,2,1,4,1,Ex,9,1,3.0,810.0,Normal,144.23765211166787,94.68984962406014,0.5332856120257695,0.0984277975954551,0.1519355264896287,310.44444444444446,22352,13970,689.0,0.0,0.0,0.0,0.0,1,348,13,0.026117002809840986,0.07271994794746145,0.26180735690583895,0.4016402005578373,0.09208545752501876,0.17867904235972965,0.8271310658093997,3.3272886061754454e-05
1147,1285,RL,74.0,9620,Inside,1Fam,SLvl,6,7,None,0.0,TA,TA,CBlock,TA,TA,No,564.0,1243.0,TA,1285,0,0,0.0,1.0,2,0,3,1,Gd,6,1,2.0,473.0,Normal,147.8599221789883,75.15822784810126,1.0,0.1335758835758835,0.1827442827442827,214.16666666666663,7710,8995,0.0,679.0,0.0,0.0,0.0,1,401,33,0.17078122317723154,0.046824662494633226,5.783180528218073e-05,0.005651094210313824,0.03550461468110439,0.004581268882166305,7.309619153600226e-05,0.9130851578591098
1148,869,RL,51.0,5900,Inside,1Fam,1Story,4,7,None,0.0,TA,TA,PConc,Gd,TA,No,440.0,440.0,TA,869,0,0,0.0,0.0,1,0,2,1,Fa,4,0,0.0,0.0,Normal,98.38895281933256,65.3170359052712,1.0,0.1472881355932203,0.1472881355932203,217.25,3476,6083,0.0,0.0,0.0,0.0,0.0,1,0,48,0.6534682286135179,0.49153226956034574,0.055678436010016936,0.7488720341087683,0.9117380443704359,0.7289113250567735,0.29499057683476826,0.016101062731420902
1149,1499,RM,75.0,9000,Corner,1Fam,1.5Fin,5,6,None,0.0,TA,TA,CBlock,TA,TA,No,459.0,904.0,Ex,904,595,0,0.0,0.0,1,0,3,1,TA,5,1,3.0,869.0,Normal,93.3955970647098,58.26050769870994,0.6030687124749833,0.1004444444444444,0.197,299.8,7495,8994,0.0,0.0,0.0,445.0,0.0,1,20,58,0.6627446761579585,0.16061463119754127,0.0026688944864945133,0.19640624705339502,0.826134246858843,0.5940435636876847,0.06399859177544463,0.035193926315967905
1150,1928,RH,55.0,7082,Inside,2fmCon,2Story,5,8,None,0.0,TA,TA,PConc,TA,TA,Mn,686.0,686.0,Gd,948,980,0,0.0,0.0,2,0,5,2,TA,10,0,0.0,0.0,Normal,82.98755186721992,61.2088752869166,0.491701244813278,0.1338604913866139,0.1338604913866139,192.8,9640,15424,0.0,0.0,0.0,0.0,0.0,1,228,11,0.3835158466485654,0.966267658666107,0.22293686014559486,0.6110235189988059,0.25571745222803693,0.10048126649216953,0.06279600854733372,0.038945011402142994
1151,2340,RL,66.0,9042,Inside,1Fam,2Story,7,9,None,0.0,Ex,Gd,Stone,TA,Gd,No,877.0,1152.0,Ex,1188,1152,0,0.0,0.0,2,0,4,1,Gd,9,2,1.0,252.0,Normal,113.88888888888889,76.31729667812142,0.5076923076923077,0.1313868613138686,0.159256801592568,260.0,16380,21060,275.0,0.0,0.0,0.0,0.0,1,60,4,0.47686815049703785,0.9350304789287842,0.0949341810832357,0.40493819724982616,0.2405030729145347,0.07233701285874915,0.025246424394152832,0.11127699252027826
1152,2365,RL,137.0,17597,Inside,1Fam,1Story,7,9,None,0.0,Gd,Gd,CBlock,Gd,TA,No,581.0,1803.0,TA,2365,0,0,1.0,0.0,2,0,3,1,Ex,7,2,2.0,551.0,Normal,133.1923890063425,75.57581573896353,1.0,0.1343979087344433,0.1657100642154912,337.85714285714283,16555,21285,803.0,419.0,0.0,0.0,0.0,1,344,0,0.3997951757861137,0.8455279110894678,0.07501067294273824,0.2984367601242081,0.17156884517887466,0.04419486447451374,0.013900107952867832,0.13761351754303552
1153,1568,FV,60.0,7180,Inside,1Fam,1Story,8,5,None,0.0,Gd,TA,PConc,Gd,TA,No,1568.0,1568.0,Ex,1568,0,0,0.0,0.0,2,0,3,1,Gd,6,1,2.0,564.0,Normal,140.94387755102042,70.47193877551021,1.0,0.2183844011142061,0.2969359331476323,261.3333333333333,12544,7840,0.0,0.0,0.0,0.0,0.0,1,266,4,0.18476247623267517,0.23506900980563358,0.14096060247163644,0.7569626829841544,0.4470298844749675,0.6053409342712082,0.798543168104298,0.0008711909385471382
1154,1531,RL,77.0,10872,Inside,1Fam,1Story,9,5,Stone,122.0,Gd,TA,PConc,Ex,Gd,Av,467.0,1504.0,Ex,1531,0,0,1.0,0.0,2,0,2,1,Ex,6,1,3.0,700.0,Normal,195.95035924232528,98.84678747940691,1.0,0.1408204562178072,0.2052060338484179,255.16666666666663,13779,7655,1037.0,0.0,0.0,0.0,0.0,1,236,3,0.012116548856062061,0.027572275694688158,0.12135021207679049,0.23017139010783058,0.05933513005371372,0.15782312719461702,0.8584133492561825,7.141415453571583e-06
1155,960,RM,60.0,6978,Inside,1Fam,1Story,5,7,None,0.0,Gd,Gd,BrkTil,TA,TA,No,850.0,850.0,TA,960,0,0,0.0,0.0,1,0,2,1,TA,5,0,2.0,576.0,Normal,107.29166666666669,56.9060773480663,1.0,0.1375752364574376,0.2201203783319002,192.0,4800,6720,0.0,0.0,0.0,0.0,0.0,1,116,27,0.7528288502063458,0.32972661234968104,0.014989162623823708,0.45360606778718765,0.9975759553376365,0.7598039955239703,0.16386766367784475,0.02660912294561282
1156,1392,RL,80.0,11900,Corner,1Fam,1Story,6,5,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,352.0,1392.0,TA,1392,0,0,1.0,0.0,1,1,3,1,TA,6,2,2.0,458.0,Normal,119.2528735632184,59.62643678160919,1.0,0.1169747899159663,0.1554621848739495,232.0,8352,6960,0.0,0.0,0.0,1040.0,0.0,1,0,51,0.3714611604205418,0.10694120329658241,0.005242884804325381,0.2611532751375189,0.7823353157671832,0.9299527386579507,0.21836037195788124,0.0046840268523273745
1157,1138,RL,65.0,10482,Inside,1Fam,SLvl,6,8,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,81.0,588.0,Ex,1138,0,0,0.0,1.0,1,0,3,1,TA,6,0,1.0,264.0,Normal,127.41652021089632,84.00926998841251,1.0,0.1085670673535584,0.1337531005533295,189.66666666666663,6828,9104,507.0,0.0,0.0,0.0,0.0,1,224,49,0.383310466715694,0.18911062635658574,0.021729091420318328,0.4872673191768856,0.8189622471724166,0.9860137490595046,0.415471015958354,0.003715591312775879
1158,1855,RL,75.0,9525,Inside,1Fam,1.5Fin,6,4,None,0.0,TA,TA,CBlock,TA,Fa,No,550.0,994.0,Gd,1216,639,0,0.0,0.0,2,0,4,1,TA,7,0,1.0,325.0,Normal,73.80053908355795,48.05194805194805,0.6555256064690027,0.1276640419947506,0.1617847769028871,265.0,11130,7420,0.0,0.0,0.0,444.0,0.0,1,182,34,0.0832633374556743,0.51291355954467,0.686311394488984,0.472258211168555,0.07091510271502592,0.03518068270552652,0.07463513722992009,0.0030737134644265494
1159,2232,RL,91.0,11692,Inside,1Fam,2Story,8,5,BrkFace,372.0,Gd,TA,PConc,Gd,TA,No,549.0,1173.0,Ex,1215,1017,0,1.0,0.0,2,1,3,1,Gd,8,1,2.0,623.0,Normal,118.07795698924733,77.40088105726872,0.5443548387096774,0.1039172083475881,0.1572015053027711,279.0,17856,11160,624.0,0.0,0.0,0.0,0.0,1,338,15,0.06205228055368185,0.1369805935298613,0.2587425548979999,0.5864830353203108,0.1819039795799485,0.29581002935975903,0.8685396409371514,0.0001409111844514767
1160,1362,RL,78.0,9450,Corner,1Fam,1Story,4,5,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,265.0,1040.0,TA,1362,0,0,1.0,0.0,1,0,3,1,TA,6,1,3.0,768.0,Normal,102.7900146842878,58.28476269775187,1.0,0.1441269841269841,0.2253968253968254,227.0,5448,6810,0.0,0.0,775.0,0.0,0.0,1,84,52,0.359397331144396,0.17150962185858767,0.019811593448425424,0.46223010566728134,0.7962631859104643,0.9927141334169372,0.4209140999090631,0.003214012734927312
1161,1812,FV,59.0,7500,Inside,1Fam,2Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,No,952.0,952.0,Ex,952,860,0,0.0,0.0,2,1,3,1,TA,7,1,2.0,469.0,Normal,113.1346578366446,74.16787264833575,0.5253863134657837,0.1269333333333333,0.1894666666666666,258.85714285714283,12684,9060,0.0,0.0,0.0,0.0,0.0,1,256,6,0.15874097889029576,0.17764527564183044,0.10433041858034614,0.6572708511095859,0.43022047589707946,0.6497033904949742,0.8518270154190581,0.0005877804605962834
1162,3493,RM,87.0,18386,Inside,1Fam,2.5Fin,7,9,None,0.0,TA,TA,BrkTil,TA,TA,No,1470.0,1470.0,Ex,1675,1818,0,0.0,0.0,3,0,3,1,Gd,10,1,3.0,870.0,Normal,84.45462353277985,59.43985492645577,0.4795304895505296,0.091101925378005,0.1384205373653867,349.3,24451,31437,0.0,0.0,0.0,0.0,0.0,1,302,6,0.7352086098393383,0.1829997280236913,0.0025606243390985453,0.18771646200055145,0.7992996002917009,0.5040646430941815,0.04779866858652749,0.055125527536118775
1163,1416,RM,100.0,12665,Inside,1Fam,1.5Fin,5,8,None,0.0,TA,TA,BrkTil,TA,TA,Mn,876.0,876.0,Gd,876,540,0,0.0,0.0,1,1,4,1,TA,7,1,3.0,720.0,Normal,108.6864406779661,67.14659685863874,0.6186440677966102,0.0691669956573233,0.1260165811290959,202.28571428571428,7080,11328,0.0,0.0,0.0,0.0,0.0,1,612,58,0.9219178975793432,0.456643993432527,0.016636666727172254,0.44973144990298786,0.9383979957385763,0.5548643285184955,0.10089619619844961,0.061507014047391916
1164,1093,RL,88.0,10738,Corner,1Fam,1Story,6,7,None,0.0,TA,TA,CBlock,TA,TA,No,301.0,1093.0,Gd,1093,0,0,1.0,0.0,2,0,3,1,TA,6,1,2.0,484.0,Normal,145.01372369624886,72.50686184812443,1.0,0.1017880424660085,0.1468616129633078,182.16666666666663,6558,7651,0.0,792.0,0.0,0.0,0.0,1,224,41,0.37610454363813983,0.29925615066618827,0.06453103534196013,0.7279557034491403,0.7505094363278083,0.8455650292810335,0.5458083780656157,0.0035651397384281113
1165,1072,RM,60.0,7200,Inside,1Fam,1Story,5,8,Stone,279.0,TA,TA,CBlock,TA,TA,No,808.0,808.0,Ex,1072,0,0,0.0,0.0,1,0,2,1,TA,5,2,2.0,379.0,Normal,121.26865671641792,69.14893617021276,1.0,0.1488888888888888,0.2015277777777777,214.4,5360,8576,0.0,0.0,0.0,0.0,0.0,1,0,57,0.8046401818067108,0.2979594765971339,0.008908158832465539,0.35468086603425886,0.9617610056829055,0.6637547240552182,0.10662607123280715,0.03991034363801829
1166,987,RM,21.0,1680,Inside,Twnhs,2Story,6,5,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,327.0,483.0,TA,483,504,0,0.0,0.0,1,1,2,1,TA,5,0,1.0,264.0,Normal,97.2644376899696,65.3061224489796,0.4893617021276595,0.2875,0.4446428571428571,197.4,5922,4935,0.0,0.0,0.0,156.0,0.0,1,275,39,0.15954014182372275,0.09058782819867356,0.023613263117008385,0.38920895719125975,0.5019752622778605,0.8757847710774179,0.6651603747085693,0.0005322067462638471
1167,1383,RL,63.0,15635,CulDSac,1Fam,1Story,4,5,None,0.0,TA,TA,CBlock,,,,0.0,0.0,TA,1383,0,0,0.0,0.0,1,0,2,1,TA,6,0,2.0,498.0,Normal,88.21402747650036,88.21402747650036,1.0,0.0884553885513271,0.1203070035177486,230.5,5532,6915,0.0,0.0,0.0,0.0,0.0,0,90,55,0.08128395533896182,0.4851894429273667,0.744157385015559,0.520107138501066,0.07796183672669038,0.043346065787303066,0.10183903750516672,0.002231567105731744
1168,1641,RL,79.0,14463,Corner,1Fam,1Story,9,5,BrkFace,406.0,Ex,TA,PConc,Ex,TA,Gd,526.0,1641.0,Ex,1641,0,0,1.0,0.0,2,0,3,1,Ex,7,0,3.0,885.0,Normal,192.87020109689212,96.43510054844609,1.0,0.1134619373573947,0.1746525617091889,234.42857142857144,14769,8205,1115.0,0.0,0.0,0.0,0.0,1,95,1,0.052721731665426486,0.22306714941159442,0.016025353844305087,0.02838630685784635,0.009954154141476183,0.0011652558472850028,0.00029901014248859216,0.1151170871420998
